Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,LBH,LBD,LBA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,26/12/2019,Chelsea,Southampton,0.0,2.0,A,0.0,1.0,A,J Moss,10.0,5.0,3.0,3.0,10.0,9.0,8.0,1.0,3.0,2.0,0.0,0.0,1.33,5.25,9.0,1.35,5.25,8.25,,,,,,,1.33,5.25,9.0,1.4,5.08,8.43
E0,26/12/2019,Crystal Palace,West Ham,2.0,1.0,H,0.0,0.0,D,A Marriner,13.0,10.0,4.0,2.0,5.0,10.0,7.0,6.0,0.0,2.0,0.0,0.0,2.3,3.4,3.1,2.2,3.5,3.2,,,,,,,2.3,3.4,3.13,2.31,3.47,3.24
E0,26/12/2019,Everton,Burnley,1.0,0.0,H,0.0,0.0,D,A Taylor,21.0,6.0,5.0,0.0,15.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,1.7,3.75,5.0,1.67,3.8,5.25,,,,,,,1.7,3.7,5.2,1.75,3.65,5.36
E0,26/12/2019,Sheffield United,Watford,1.0,1.0,D,1.0,1.0,D,D Coote,16.0,5.0,4.0,2.0,11.0,8.0,9.0,1.0,1.0,3.0,0.0,0.0,1.83,3.6,4.33,1.85,3.5,4.5,,,,,,,1.83,3.5,4.6,1.81,3.67,4.86
E0,26/12/2019,Man United,Newcastle,4.0,1.0,H,3.0,1.0,H,K Friend,22.0,7.0,10.0,2.0,10.0,7.0,5.0,0.0,2.0,2.0,0.0,0.0,1.33,5.25,9.0,1.35,5.25,8.5,,,,,,,1.33,5.0,10.0,1.36,5.42,9.37
E0,26/12/2019,Leicester,Liverpool,0.0,4.0,A,0.0,1.0,A,M Oliver,3.0,15.0,0.0,6.0,5.0,7.0,2.0,8.0,1.0,1.0,0.0,0.0,3.4,3.75,2.05,3.4,3.7,2.05,,,,,,,3.4,3.6,2.1,3.61,4.17,1.97
E0,27/12/2019,Wolves,Man City,3.0,2.0,H,0.0,1.0,A,M Atkinson,20.0,7.0,8.0,3.0,7.0,13.0,3.0,1.0,0.0,1.0,0.0,1.0,8.5,5.0,1.36,7.5,5.0,1.4,,,,,,,8.5,5.0,1.36,6.67,5.38,1.44
E0,28/12/2019,Brighton,Bournemouth,2.0,0.0,H,1.0,0.0,H,P Tierney,16.0,10.0,6.0,2.0,8.0,11.0,9.0,2.0,0.0,2.0,0.0,0.0,1.75,3.9,4.33,1.8,3.8,4.33,,,,,,,1.8,3.7,4.75,1.81,3.86,4.66
E0,28/12/2019,Newcastle,Everton,1.0,2.0,A,0.0,1.0,A,L Mason,20.0,22.0,5.0,9.0,13.0,13.0,5.0,8.0,2.0,2.0,0.0,0.0,3.6,3.4,2.05,3.4,3.4,2.15,,,,,,,3.6,3.4,2.15,3.28,3.36,2.34
E0,28/12/2019,Southampton,Crystal Palace,1.0,1.0,D,0.0,0.0,D,A Madley,14.0,5.0,5.0,2.0,13.0,7.0,12.0,4.0,1.0,2.0,0.0,0.0,1.95,3.6,3.8,1.95,3.6,3.9,,,,,,,1.95,3.5,4.1,2.0,3.52,4.1
E0,28/12/2019,Watford,Aston Villa,3.0,0.0,H,1.0,0.0,H,S Hooper,20.0,11.0,6.0,2.0,16.0,9.0,6.0,3.0,3.0,1.0,1.0,0.0,1.95,3.8,3.6,1.95,3.7,3.7,,,,,,,2.0,3.75,3.75,1.79,4.04,4.44
E0,28/12/2019,Norwich,Tottenham,2.0,2.0,D,1.0,0.0,H,K Friend,5.0,15.0,2.0,7.0,12.0,10.0,4.0,6.0,3.0,3.0,0.0,0.0,5.0,4.0,1.66,5.0,4.1,1.65,,,,,,,5.25,4.0,1.67,4.7,4.52,1.68
E0,28/12/2019,West Ham,Leicester,1.0,2.0,A,1.0,1.0,D,D Coote,14.0,13.0,4.0,8.0,16.0,4.0,5.0,5.0,4.0,1.0,0.0,0.0,4.0,3.9,1.83,3.9,3.8,1.87,,,,,,,4.1,3.9,1.85,2.57,3.68,2.7
E0,28/12/2019,Burnley,Man United,0.0,2.0,A,0.0,1.0,A,M Dean,8.0,14.0,1.0,5.0,17.0,10.0,5.0,4.0,4.0,3.0,0.0,0.0,4.33,3.75,1.8,4.33,3.6,1.85,,,,,,,4.6,3.6,1.83,4.28,3.69,1.91
E0,29/12/2019,Arsenal,Chelsea,1.0,2.0,A,1.0,0.0,H,C Pawson,7.0,13.0,2.0,4.0,13.0,19.0,2.0,3.0,5.0,4.0,0.0,0.0,2.87,3.75,2.3,2.85,3.75,2.3,,,,,,,2.8,3.7,2.38,3.06,3.6,2.37
E0,29/12/2019,Liverpool,Wolves,1.0,0.0,H,1.0,0.0,H,A Taylor,10.0,10.0,3.0,2.0,7.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,1.25,5.75,12.0,1.26,6.0,11.5,,,,,,,1.25,5.75,12.0,1.26,6.28,12.29
E0,29/12/2019,Man City,Sheffield United,2.0,0.0,H,0.0,0.0,D,C Kavanagh,16.0,8.0,4.0,0.0,5.0,6.0,8.0,5.0,1.0,1.0,0.0,0.0,1.16,7.5,16.0,1.18,7.5,15.0,,,,,,,1.17,7.5,17.0,1.24,6.85,13.14
E0,01/01/2020,Brighton,Chelsea,1.0,1.0,D,0.0,1.0,A,S Attwell,16.0,16.0,5.0,5.0,8.0,15.0,5.0,3.0,2.0,3.0,0.0,0.0,3.6,3.6,1.95,3.8,3.75,1.91,,,,,,,3.7,3.6,2.0,3.94,4.03,1.89
E0,01/01/2020,Burnley,Aston Villa,1.0,2.0,A,0.0,2.0,A,M Oliver,20.0,11.0,1.0,6.0,12.0,10.0,8.0,4.0,1.0,1.0,0.0,0.0,1.75,3.8,4.33,1.78,3.9,4.4,,,,,,,1.8,3.6,4.6,2.03,3.34,4.22
E0,01/01/2020,Newcastle,Leicester,0.0,3.0,A,0.0,2.0,A,M Atkinson,5.0,17.0,2.0,10.0,8.0,12.0,4.0,5.0,1.0,1.0,0.0,0.0,5.0,3.8,1.66,5.0,4.0,1.67,,,,,,,5.5,3.8,1.65,4.13,3.88,1.89
E0,01/01/2020,Southampton,Tottenham,1.0,0.0,H,1.0,0.0,H,M Dean,12.0,11.0,3.0,5.0,21.0,8.0,6.0,9.0,3.0,4.0,0.0,0.0,3.3,3.5,2.1,3.4,3.6,2.1,,,,,,,3.25,3.6,2.15,3.51,3.91,2.05
E0,01/01/2020,Watford,Wolves,2.0,1.0,H,1.0,0.0,H,A Madley,9.0,16.0,3.0,4.0,12.0,6.0,4.0,7.0,3.0,1.0,1.0,0.0,3.0,3.4,2.3,3.2,3.25,2.3,,,,,,,3.2,3.3,2.3,3.17,3.27,2.45
E0,01/01/2020,Man City,Everton,2.0,1.0,H,0.0,0.0,D,A Marriner,16.0,7.0,7.0,2.0,11.0,11.0,3.0,6.0,0.0,4.0,0.0,0.0,1.25,6.5,10.0,1.26,6.25,10.5,,,,,,,1.25,6.0,12.0,1.33,5.78,9.31
E0,01/01/2020,Norwich,Crystal Palace,1.0,1.0,D,1.0,0.0,H,J Moss,15.0,12.0,4.0,3.0,12.0,9.0,2.0,5.0,5.0,0.0,0.0,0.0,2.5,3.4,2.75,2.55,3.5,2.7,,,,,,,2.55,3.4,2.75,2.37,3.45,3.14
E0,01/01/2020,West Ham,Bournemouth,4.0,0.0,H,3.0,0.0,H,G Scott,14.0,3.0,7.0,2.0,3.0,12.0,9.0,2.0,1.0,2.0,0.0,0.0,1.9,3.75,3.8,1.95,3.8,3.6,,,,,,,1.9,3.75,3.9,1.97,3.61,4.12
E0,01/01/2020,Arsenal,Man United,2.0,0.0,H,2.0,0.0,H,C Kavanagh,10.0,10.0,4.0,4.0,11.0,15.0,1.0,4.0,2.0,0.0,0.0,0.0,2.55,3.6,2.62,2.6,3.6,2.6,,,,,,,2.55,3.6,2.63,2.65,3.59,2.67
E0,02/01/2020,Liverpool,Sheffield United,2.0,0.0,H,1.0,0.0,H,P Tierney,19.0,3.0,7.0,2.0,5.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,1.2,6.5,13.0,1.22,6.5,13.0,,,,,,,1.22,6.0,15.0,1.3,5.54,12.41
E0,10/01/2020,Sheffield United,West Ham,1.0,0.0,H,0.0,0.0,D,M Oliver,13.0,7.0,3.0,2.0,11.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,1.95,3.4,4.0,2.0,3.4,4.0,,,,,,,2.05,3.4,3.9,1.88,3.57,4.57
E0,11/01/2020,Crystal Palace,Arsenal,1.0,1.0,D,0.0,1.0,A,P Tierney,6.0,7.0,3.0,4.0,14.0,22.0,1.0,4.0,2.0,3.0,0.0,1.0,4.1,3.9,1.8,4.0,3.8,1.85,,,,,,,4.33,3.8,1.83,4.78,3.84,1.78
E0,11/01/2020,Chelsea,Burnley,3.0,0.0,H,2.0,0.0,H,K Friend,18.0,7.0,8.0,2.0,7.0,4.0,10.0,3.0,0.0,3.0,0.0,0.0,1.28,5.5,11.0,1.3,5.5,10.0,,,,,,,1.29,5.5,12.0,1.36,5.12,9.69
E0,11/01/2020,Everton,Brighton,1.0,0.0,H,1.0,0.0,H,D Coote,14.0,9.0,6.0,2.0,7.0,7.0,4.0,3.0,2.0,1.0,0.0,0.0,1.85,3.8,4.0,1.87,3.6,4.2,,,,,,,1.91,3.6,4.2,1.93,3.8,4.02
E0,11/01/2020,Leicester,Southampton,1.0,2.0,A,1.0,1.0,D,L Mason,5.0,16.0,5.0,10.0,9.0,17.0,2.0,4.0,0.0,3.0,0.0,0.0,1.6,4.0,5.5,1.62,4.0,5.5,,,,,,,1.65,4.0,5.4,1.73,3.9,5.12
E0,11/01/2020,Man United,Norwich,4.0,0.0,H,1.0,0.0,H,A Taylor,13.0,8.0,6.0,3.0,18.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.33,5.25,8.5,1.36,5.0,8.5,,,,,,,1.36,5.0,9.5,1.32,5.66,10.11
E0,11/01/2020,Wolves,Newcastle,1.0,1.0,D,1.0,1.0,D,P Bankes,9.0,5.0,4.0,1.0,13.0,12.0,5.0,2.0,0.0,3.0,0.0,0.0,1.44,4.5,7.5,1.45,4.25,8.0,,,,,,,1.45,4.2,9.0,1.45,4.6,7.92
E0,11/01/2020,Tottenham,Liverpool,0.0,1.0,A,0.0,1.0,A,M Atkinson,14.0,13.0,4.0,7.0,4.0,8.0,4.0,3.0,0.0,2.0,0.0,0.0,4.5,4.33,1.66,4.5,4.33,1.67,,,,,,,4.8,4.1,1.7,4.9,4.05,1.72
E0,12/01/2020,Bournemouth,Watford,0.0,3.0,A,0.0,1.0,A,M Dean,10.0,18.0,1.0,6.0,3.0,13.0,5.0,5.0,1.0,1.0,0.0,0.0,2.6,3.3,2.7,2.45,3.4,2.85,,,,,,,2.6,3.4,2.7,2.58,3.45,2.83
E0,12/01/2020,Aston Villa,Man City,1.0,6.0,A,0.0,4.0,A,J Moss,7.0,22.0,1.0,12.0,5.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,13.0,8.5,1.16,14.0,8.5,1.16,,,,,,,15.0,8.0,1.17,15.31,9.4,1.16
E0,18/01/2020,Watford,Tottenham,0.0,0.0,D,0.0,0.0,D,M Oliver,15.0,17.0,2.0,5.0,13.0,13.0,3.0,3.0,2.0,3.0,0.0,0.0,3.25,3.5,2.2,3.1,3.6,2.2,,,,,,,3.25,3.5,2.25,3.11,3.55,2.34
E0,18/01/2020,Arsenal,Sheffield United,1.0,1.0,D,1.0,0.0,H,M Dean,11.0,12.0,4.0,4.0,9.0,13.0,4.0,5.0,1.0,2.0,0.0,0.0,1.83,3.6,4.33,1.8,3.7,4.5,,,,,,,1.83,3.6,4.6,2.09,3.34,3.96
E0,18/01/2020,Brighton,Aston Villa,1.0,1.0,D,1.0,0.0,H,A Madley,10.0,8.0,2.0,3.0,11.0,13.0,3.0,4.0,3.0,3.0,0.0,0.0,1.66,4.0,5.0,1.62,4.33,5.0,,,,,,,1.65,4.1,5.25,1.68,4.26,4.96
E0,18/01/2020,Man City,Crystal Palace,2.0,2.0,D,0.0,1.0,A,S Scott,25.0,5.0,6.0,3.0,9.0,7.0,14.0,2.0,1.0,2.0,0.0,0.0,1.1,11.0,19.0,1.11,9.75,23.0,,,,,,,1.07,11.0,29.0,1.09,12.35,29.32
E0,18/01/2020,Norwich,Bournemouth,1.0,0.0,H,1.0,0.0,H,P Tierney,16.0,6.0,5.0,3.0,10.0,10.0,4.0,5.0,2.0,2.0,1.0,1.0,2.2,3.5,3.25,2.2,3.5,3.2,,,,,,,2.2,3.5,3.3,2.28,3.52,3.26
E0,18/01/2020,Southampton,Wolves,2.0,3.0,A,2.0,0.0,H,D England,11.0,8.0,5.0,4.0,13.0,12.0,1.0,3.0,2.0,1.0,0.0,0.0,2.4,3.4,3.0,2.35,3.4,3.0,,,,,,,2.4,3.3,3.13,2.63,3.11,3.04
E0,18/01/2020,West Ham,Everton,1.0,1.0,D,1.0,1.0,D,A Marriner,12.0,11.0,6.0,3.0,11.0,13.0,7.0,6.0,1.0,0.0,0.0,0.0,2.9,3.5,2.37,2.95,3.5,2.35,,,,,,,3.0,3.4,2.4,2.97,3.45,2.48
E0,18/01/2020,Newcastle,Chelsea,1.0,0.0,H,0.0,0.0,D,C Kavanagh,7.0,19.0,2.0,4.0,9.0,14.0,1.0,10.0,1.0,1.0,0.0,0.0,6.0,4.5,1.5,6.0,4.6,1.5,,,,,,,6.0,4.5,1.53,5.51,4.42,1.61
E0,19/01/2020,Burnley,Leicester,2.0,1.0,H,0.0,1.0,A,A Taylor,8.0,18.0,5.0,8.0,14.0,8.0,4.0,5.0,1.0,0.0,0.0,0.0,4.33,3.75,1.83,4.33,3.7,1.83,,,,,,,4.3,3.6,1.85,4.22,3.75,1.91
E0,19/01/2020,Liverpool,Man United,2.0,0.0,H,1.0,0.0,H,C Pawson,16.0,9.0,5.0,4.0,7.0,10.0,11.0,5.0,1.0,3.0,0.0,0.0,1.36,5.25,8.0,1.4,5.25,7.0,,,,,,,1.33,5.0,9.5,1.46,4.64,7.58
E0,21/01/2020,Aston Villa,Watford,2.0,1.0,H,0.0,1.0,A,M Atkinson,16.0,8.0,5.0,2.0,11.0,18.0,6.0,3.0,2.0,2.0,0.0,0.0,2.8,3.5,2.45,2.9,3.5,2.45,,,,,,,2.9,3.4,2.5,3.12,3.43,2.39
E0,21/01/2020,Bournemouth,Brighton,3.0,1.0,H,2.0,0.0,H,K Friend,11.0,21.0,3.0,8.0,9.0,12.0,5.0,8.0,1.0,1.0,0.0,0.0,2.87,3.4,2.45,2.9,3.4,2.5,,,,,,,3.0,3.3,2.5,2.87,3.28,2.66
E0,21/01/2020,Crystal Palace,Southampton,0.0,2.0,A,0.0,1.0,A,A Marriner,6.0,15.0,0.0,6.0,12.0,13.0,0.0,8.0,1.0,2.0,0.0,0.0,2.7,3.25,2.7,2.75,3.3,2.7,,,,,,,2.75,3.13,2.8,2.82,3.24,2.72
E0,21/01/2020,Everton,Newcastle,2.0,2.0,D,1.0,0.0,H,S Hooper,17.0,8.0,8.0,2.0,13.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,1.55,4.1,6.0,1.6,4.0,6.0,,,,,,,1.6,3.9,6.25,1.49,4.45,7.4
E0,21/01/2020,Sheffield United,Man City,0.0,1.0,A,0.0,0.0,D,L Mason,4.0,18.0,1.0,5.0,13.0,13.0,5.0,13.0,4.0,3.0,0.0,0.0,7.0,5.0,1.4,7.25,4.75,1.44,,,,,,,8.0,4.8,1.4,8.26,4.69,1.43
E0,21/01/2020,Chelsea,Arsenal,2.0,2.0,D,1.0,0.0,H,S Attwell,19.0,2.0,8.0,2.0,11.0,6.0,17.0,5.0,2.0,1.0,0.0,1.0,1.72,3.9,4.5,1.75,3.9,4.75,,,,,,,1.73,3.9,4.8,1.74,3.93,4.96
E0,22/01/2020,Leicester,West Ham,4.0,1.0,H,2.0,0.0,H,D Coote,19.0,6.0,8.0,2.0,10.0,19.0,7.0,8.0,1.0,1.0,0.0,0.0,1.53,4.33,6.0,1.53,4.5,5.75,,,,,,,1.53,4.4,6.25,1.49,4.72,6.75
E0,22/01/2020,Tottenham,Norwich,2.0,1.0,H,1.0,0.0,H,C Kavanagh,14.0,12.0,3.0,2.0,12.0,7.0,7.0,3.0,0.0,1.0,0.0,0.0,1.4,5.0,7.5,1.42,4.75,7.25,,,,,,,1.4,4.8,8.0,1.39,5.05,8.8
E0,22/01/2020,Man United,Burnley,0.0,2.0,A,0.0,1.0,A,J Moss,24.0,5.0,7.0,2.0,11.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0,1.36,4.75,9.0,1.4,4.75,7.75,,,,,,,1.4,4.5,9.0,1.47,4.42,8.14
E0,23/01/2020,Wolves,Liverpool,1.0,2.0,A,0.0,1.0,A,M Oliver,10.0,13.0,3.0,6.0,6.0,11.0,2.0,4.0,0.0,1.0,0.0,0.0,5.75,3.8,1.61,5.5,4.0,1.62,,,,,,,5.5,4.0,1.62,5.02,4.09,1.7
E0,29/01/2020,West Ham,Liverpool,0.0,2.0,A,0.0,1.0,A,J Moss,7.0,13.0,4.0,5.0,6.0,6.0,3.0,7.0,2.0,0.0,0.0,0.0,8.5,5.5,1.33,8.25,5.5,1.34,,,,,,,9.5,5.4,1.33,8.76,5.25,1.38
E0,01/02/2020,Leicester,Chelsea,2.0,2.0,D,0.0,0.0,D,L Mason,14.0,7.0,4.0,3.0,16.0,14.0,4.0,6.0,2.0,2.0,0.0,0.0,2.5,3.6,2.7,2.5,3.5,2.75,,,,,,,2.55,3.6,2.7,2.63,3.49,2.74
E0,01/02/2020,Bournemouth,Aston Villa,2.0,1.0,H,2.0,0.0,H,A Taylor,16.0,18.0,6.0,5.0,10.0,15.0,1.0,8.0,1.0,3.0,1.0,0.0,2.1,3.6,3.3,2.1,3.6,3.4,,,,,,,2.15,3.5,3.5,2.15,3.4,3.7
E0,01/02/2020,Crystal Palace,Sheffield United,0.0,1.0,A,0.0,0.0,D,A Madley,13.0,10.0,3.0,3.0,9.0,15.0,9.0,5.0,3.0,2.0,0.0,0.0,3.1,3.1,2.5,3.1,3.1,2.45,,,,,,,3.1,3.0,2.6,3.25,3.03,2.55
E0,01/02/2020,Liverpool,Southampton,4.0,0.0,H,0.0,0.0,D,K Friend,16.0,17.0,9.0,4.0,9.0,15.0,6.0,11.0,0.0,2.0,0.0,0.0,1.25,6.0,12.0,1.28,5.75,10.5,,,,,,,1.29,5.75,11.5,1.31,5.65,10.51
E0,01/02/2020,Newcastle,Norwich,0.0,0.0,D,0.0,0.0,D,M Atkinson,15.0,19.0,5.0,4.0,10.0,15.0,8.0,12.0,2.0,1.0,0.0,0.0,2.2,3.4,3.3,2.25,3.4,3.2,,,,,,,2.2,3.4,3.4,2.25,3.38,3.44
E0,01/02/2020,Watford,Everton,2.0,3.0,A,2.0,2.0,D,C Pawson,11.0,12.0,2.0,5.0,17.0,14.0,4.0,4.0,2.0,2.0,0.0,1.0,2.75,3.3,2.62,2.75,3.3,2.6,,,,,,,2.75,3.3,2.7,3.1,3.39,2.42
E0,01/02/2020,West Ham,Brighton,3.0,3.0,D,2.0,0.0,H,M Oliver,12.0,19.0,6.0,6.0,8.0,9.0,4.0,6.0,1.0,1.0,0.0,0.0,2.6,3.3,2.75,2.5,3.4,2.8,,,,,,,2.55,3.4,2.8,2.52,3.42,2.93
E0,01/02/2020,Man United,Wolves,0.0,0.0,D,0.0,0.0,D,P Tierney,15.0,14.0,5.0,3.0,14.0,15.0,4.0,6.0,3.0,2.0,0.0,0.0,2.25,3.25,3.4,2.2,3.1,3.6,,,,,,,2.25,3.25,3.5,2.12,3.5,3.68
E0,02/02/2020,Burnley,Arsenal,0.0,0.0,D,0.0,0.0,D,C Kavanagh,15.0,13.0,2.0,2.0,8.0,11.0,5.0,7.0,1.0,3.0,0.0,0.0,3.6,3.6,2.0,3.8,3.4,2.05,,,,,,,3.8,3.5,2.0,4.03,3.71,1.96
E0,02/02/2020,Tottenham,Man City,2.0,0.0,H,0.0,0.0,D,M Dean,3.0,18.0,3.0,5.0,8.0,14.0,2.0,6.0,2.0,3.0,0.0,1.0,5.5,4.6,1.53,5.75,4.5,1.53,,,,,,,5.75,4.5,1.53,6.08,4.77,1.52
E0,08/02/2020,Everton,Crystal Palace,3.0,1.0,H,1.0,0.0,H,D Coote,14.0,10.0,8.0,2.0,11.0,12.0,4.0,6.0,0.0,1.0,0.0,0.0,1.61,3.8,6.0,1.62,3.7,6.0,,,,,,,1.65,3.75,6.0,1.67,3.77,6.05
E0,08/02/2020,Brighton,Watford,1.0,1.0,D,0.0,1.0,A,K Friend,10.0,5.0,2.0,2.0,9.0,12.0,3.0,2.0,2.0,2.0,0.0,0.0,2.1,3.4,3.6,2.15,3.3,3.5,,,,,,,2.15,3.4,3.6,2.36,3.3,3.28
E0,09/02/2020,Sheffield United,Bournemouth,2.0,1.0,H,1.0,1.0,D,J Moss,16.0,10.0,6.0,2.0,10.0,8.0,8.0,4.0,2.0,2.0,0.0,0.0,1.66,3.6,5.75,1.67,3.6,5.75,,,,,,,1.7,3.5,5.75,1.81,3.42,5.46
E0,14/02/2020,Wolves,Leicester,0.0,0.0,D,0.0,0.0,D,M Dean,15.0,9.0,3.0,3.0,13.0,10.0,7.0,0.0,2.0,2.0,0.0,1.0,2.5,3.3,2.87,2.55,3.3,2.9,,,,,,,2.55,3.3,2.9,2.69,3.17,2.91
E0,15/02/2020,Southampton,Burnley,1.0,2.0,A,1.0,1.0,D,S Hooper,10.0,9.0,2.0,6.0,8.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,1.75,3.8,4.75,1.78,3.7,4.6,,,,,,,1.75,3.7,5.0,1.65,4.12,5.49
E0,15/02/2020,Norwich,Liverpool,0.0,1.0,A,0.0,0.0,D,S Attwell,5.0,17.0,1.0,6.0,5.0,11.0,2.0,7.0,1.0,2.0,0.0,0.0,11.0,6.25,1.25,9.75,6.0,1.28,,,,,,,10.5,5.75,1.3,9.19,5.38,1.36
E0,16/02/2020,Aston Villa,Tottenham,2.0,3.0,A,1.0,2.0,A,M Atkinson,18.0,23.0,4.0,10.0,12.0,10.0,12.0,7.0,2.0,0.0,0.0,0.0,4.0,3.8,1.85,4.0,3.8,1.85,,,,,,,4.1,3.75,1.85,3.95,3.74,1.97
E0,16/02/2020,Arsenal,Newcastle,4.0,0.0,H,0.0,0.0,D,L Mason,15.0,10.0,7.0,2.0,15.0,9.0,5.0,6.0,2.0,0.0,0.0,0.0,1.4,4.75,8.0,1.4,4.75,8.0,,,,,,,1.4,4.5,8.5,1.46,4.55,7.93
E0,17/02/2020,Chelsea,Man United,0.0,2.0,A,0.0,1.0,A,A Taylor,17.0,9.0,1.0,3.0,11.0,11.0,9.0,8.0,4.0,3.0,0.0,0.0,1.85,3.5,4.5,1.87,3.5,4.33,,,,,,,1.85,3.6,4.33,2.02,3.47,4.08
E0,19/02/2020,Man City,West Ham,2.0,0.0,H,1.0,0.0,H,K Friend,20.0,3.0,7.0,0.0,5.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,1.12,9.5,17.0,1.13,9.0,18.0,,,,,,,1.14,9.0,19.0,1.13,10.24,21.36
E0,22/02/2020,Chelsea,Tottenham,2.0,1.0,H,1.0,0.0,H,M Oliver,17.0,5.0,7.0,3.0,14.0,14.0,3.0,5.0,1.0,2.0,0.0,0.0,1.72,4.0,4.5,1.72,4.0,4.6,,,,,,,1.73,3.9,5.0,1.88,3.55,4.6
E0,22/02/2020,Burnley,Bournemouth,3.0,0.0,H,0.0,0.0,D,M Dean,16.0,12.0,10.0,4.0,9.0,9.0,7.0,3.0,4.0,3.0,0.0,0.0,2.1,3.3,3.7,2.15,3.25,3.6,,,,,,,2.15,3.25,3.75,2.22,3.38,3.53
E0,22/02/2020,Crystal Palace,Newcastle,1.0,0.0,H,1.0,0.0,H,P Bankes,18.0,8.0,9.0,2.0,15.0,11.0,7.0,5.0,2.0,6.0,0.0,1.0,1.95,3.4,4.2,1.91,3.3,4.4,,,,,,,1.95,3.2,4.6,2.25,3.23,3.62
E0,22/02/2020,Sheffield United,Brighton,1.0,1.0,D,1.0,1.0,D,G Scott,14.0,8.0,3.0,2.0,3.0,6.0,12.0,2.0,0.0,2.0,0.0,0.0,1.95,3.4,4.2,1.91,3.4,4.25,,,,,,,1.95,3.3,4.5,1.97,3.44,4.38
E0,22/02/2020,Southampton,Aston Villa,2.0,0.0,H,1.0,0.0,H,C Pawson,28.0,4.0,9.0,1.0,13.0,17.0,9.0,6.0,1.0,4.0,0.0,0.0,1.61,4.33,5.0,1.62,4.1,5.25,,,,,,,1.62,4.2,5.5,1.77,3.98,4.67
E0,22/02/2020,Leicester,Man City,0.0,1.0,A,0.0,0.0,D,P Tierney,10.0,18.0,3.0,7.0,14.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,4.5,4.2,1.7,4.5,4.2,1.7,,,,,,,4.6,4.1,1.73,5.52,4.55,1.58
E0,23/02/2020,Man United,Watford,3.0,0.0,H,1.0,0.0,H,M Atkinson,21.0,7.0,9.0,2.0,6.0,15.0,3.0,5.0,0.0,1.0,0.0,0.0,1.6,3.9,6.0,1.57,4.0,6.0,,,,,,,1.6,3.9,6.0,1.61,3.98,6.31
E0,23/02/2020,Wolves,Norwich,3.0,0.0,H,2.0,0.0,H,C Kavanagh,19.0,6.0,6.0,4.0,11.0,6.0,4.0,1.0,2.0,3.0,0.0,0.0,1.5,4.2,7.0,1.53,4.33,6.0,,,,,,,1.5,4.2,7.0,1.51,4.37,7.27
E0,23/02/2020,Arsenal,Everton,3.0,2.0,H,2.0,2.0,D,S Attwell,9.0,17.0,4.0,5.0,12.0,12.0,6.0,3.0,0.0,4.0,0.0,0.0,2.0,3.6,3.7,2.0,3.6,3.7,,,,,,,2.0,3.6,3.6,2.0,3.67,3.91
E0,24/02/2020,Liverpool,West Ham,3.0,2.0,H,1.0,1.0,D,J Moss,25.0,7.0,7.0,4.0,4.0,10.0,16.0,8.0,0.0,3.0,0.0,0.0,1.16,8.0,15.0,1.17,7.5,16.0,,,,,,,1.15,7.5,19.0,1.15,9.09,19.01
E0,28/02/2020,Norwich,Leicester,1.0,0.0,H,0.0,0.0,D,C Pawson,11.0,19.0,6.0,4.0,13.0,16.0,6.0,7.0,1.0,2.0,0.0,0.0,4.33,4.1,1.72,4.6,4.1,1.72,,,,,,,5.0,4.0,1.7,4.18,3.89,1.88
E0,29/02/2020,Brighton,Crystal Palace,0.0,1.0,A,0.0,0.0,D,M Atkinson,24.0,12.0,8.0,3.0,8.0,9.0,8.0,7.0,1.0,1.0,0.0,0.0,2.05,3.25,3.9,2.05,3.2,4.0,,,,,,,2.15,3.2,3.8,2.26,3.16,3.68
E0,29/02/2020,Bournemouth,Chelsea,2.0,2.0,D,0.0,1.0,A,A Marriner,9.0,23.0,5.0,6.0,8.0,5.0,4.0,14.0,2.0,2.0,0.0,0.0,4.75,3.8,1.72,4.75,3.9,1.72,,,,,,,4.8,3.8,1.75,4.09,3.79,1.93
E0,29/02/2020,Newcastle,Burnley,0.0,0.0,D,0.0,0.0,D,A Madley,21.0,8.0,4.0,1.0,11.0,9.0,11.0,7.0,4.0,3.0,0.0,0.0,2.62,3.1,2.9,2.55,3.1,3.0,,,,,,,2.7,3.1,2.9,2.75,3.26,2.78
E0,29/02/2020,West Ham,Southampton,3.0,1.0,H,2.0,1.0,H,A Taylor,14.0,10.0,7.0,2.0,8.0,11.0,4.0,9.0,1.0,1.0,0.0,0.0,2.65,3.6,2.5,2.65,3.6,2.55,,,,,,,2.75,3.5,2.6,2.58,3.52,2.79
