Div,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,PSH,PSD,PSA,PSCH,PSCD,PSCA,B365CH,B365CD,B365CA,H_Mean,H_Std,H_Shannon,H_CV,H_Gini,H_HHI,D_Mean,D_Std,D_Shannon,D_CV,D_Gini,D_HHI,A_Mean,A_Std,A_Shannon,A_CV,A_Gini,A_HHI
T1,22/09/2019,Yeni Malatyaspor,Galatasaray,D,4.2,3.6,1.83,4.1,3.75,1.78,2019/20,€22.33m,€105.13m,4.22,3.73,1.89,3.3,3.37,2.3,3.25,3.6,2.1,4.15,0.050000000000000266,0.9998952874186193,0.0120481927710844,0.006024096385542244,0.5000725794745245,3.675,0.07499999999999996,0.9996995428565172,0.02040816326530611,0.010204081632653184,0.5002082465639317,1.8050000000000002,0.025000000000000022,0.999861616588006,0.013850415512465386,0.006925207756232732,0.5000959170049339
T1,23/09/2019,Besiktas,Buyuksehyr,D,2.25,3.5,3.0,2.35,3.4,2.85,2019/20,€63.25m,€53.85m,2.38,3.56,3.0,2.6,3.6,2.68,2.45,3.5,2.7,2.3,0.050000000000000044,0.9996590716691399,0.02173913043478263,0.010869565217391353,0.5002362948960304,3.45,0.050000000000000044,0.9998484829291058,0.014492753623188418,0.007246376811594235,0.5001050199537913,2.925,0.07499999999999996,0.9995256892936492,0.025641025641025626,0.012820512820512775,0.5003287310979619
T1,23/09/2019,Sivasspor,Trabzonspor,H,2.37,3.5,2.8,2.4,3.6,2.65,2019/20,€27.30m,€87.03m,2.4,3.73,2.86,2.09,3.81,3.41,2.05,3.6,3.3,2.385,0.014999999999999902,0.9999714666241031,0.0062893081761005885,0.0031446540880502027,0.5000197776986669,3.55,0.050000000000000044,0.9998568991526107,0.014084507042253534,0.007042253521126751,0.5000991866693116,2.7249999999999996,0.07499999999999996,0.9994535015927484,0.0275229357798165,0.013761467889908063,0.50037875599697
T1,27/09/2019,Buyuksehyr,Rizespor,H,1.6,3.75,6.0,1.65,3.7,5.25,2019/20,€53.85m,€22.68m,1.63,3.96,5.8,1.6,4.02,6.09,1.6,3.75,6.0,1.625,0.02499999999999991,0.9998292601233935,0.01538461538461533,0.007692307692307887,0.5001183431952664,3.725,0.02499999999999991,0.9999675080881122,0.00671140939597313,0.003355704697986628,0.5000225215080402,5.625,0.375,0.9967916319816367,0.06666666666666667,0.03333333333333344,0.5022222222222223
T1,28/09/2019,Denizlispor,Kasimpasa,A,1.95,3.5,3.8,2.0,3.4,3.6,2019/20,€15.95m,€30.00m,1.97,3.82,3.78,1.88,3.86,4.11,1.8,3.8,4.0,1.975,0.025000000000000022,0.9998844148717587,0.012658227848101276,0.006329113924050667,0.5000801153661273,3.45,0.050000000000000044,0.9998484829291058,0.014492753623188418,0.007246376811594235,0.5001050199537913,3.7,0.09999999999999987,0.9994730201859837,0.02702702702702699,0.013513513513513598,0.5003652300949597
T1,28/09/2019,Alanyaspor,Sivasspor,D,1.75,3.6,4.75,1.78,3.6,4.4,2019/20,€21.30m,€27.30m,1.78,3.97,4.49,1.77,3.86,4.7,1.72,4.0,4.33,1.7650000000000001,0.015000000000000013,0.9999478993825787,0.008498583569405107,0.004249291784702569,0.5000361129613431,3.6,0.0,1.0,0.0,0.0,0.5,4.575,0.17499999999999982,0.9989442905708064,0.03825136612021854,0.0191256830601092,0.5007315835050316
T1,28/09/2019,Galatasaray,Fenerbahce,D,2.05,3.3,3.6,2.15,3.3,3.3,2019/20,€105.13m,€75.90m,2.2,3.71,3.22,2.02,3.66,3.75,2.0,3.6,3.5,2.0999999999999996,0.050000000000000044,0.9995910341890979,0.023809523809523836,0.011904761904761862,0.5002834467120182,3.3,0.0,1.0,0.0,2.220446049250313e-16,0.5,3.45,0.15000000000000013,0.9986359641585719,0.04347826086956525,0.021739130434782705,0.5009451795841209
T1,29/09/2019,Konyaspor,Kayserispor,H,1.95,3.25,4.0,2.0,3.3,3.7,2019/20,€20.23m,€21.58m,1.97,3.59,4.03,1.85,3.58,4.62,1.85,3.3,4.33,1.975,0.025000000000000022,0.9998844148717587,0.012658227848101276,0.006329113924050667,0.5000801153661273,3.275,0.02499999999999991,0.9999579654725078,0.007633587786259515,0.003816793893129722,0.5000291358312454,3.85,0.1499999999999999,0.9989047442823606,0.03896103896103894,0.01948051948051943,0.500758981278462
T1,29/09/2019,Ankaragucu,Genclerbirligi,H,3.6,3.25,2.1,3.2,3.25,2.2,2019/20,€11.85m,€13.75m,3.35,3.6,2.18,5.06,3.98,1.7,5.25,3.6,1.66,3.4000000000000004,0.19999999999999996,0.9975025463691153,0.058823529411764684,0.02941176470588247,0.5017301038062284,3.25,0.0,1.0,0.0,0.0,0.5,2.1500000000000004,0.050000000000000044,0.9996098363678071,0.02325581395348839,0.011627906976744429,0.5002704164413196
T1,29/09/2019,Antalyaspor,Yeni Malatyaspor,H,2.37,3.2,3.0,2.5,3.2,2.8,2019/20,€19.15m,€22.33m,2.48,3.34,3.01,2.07,3.62,3.64,2.0,3.5,3.6,2.435,0.06499999999999995,0.9994859268576827,0.026694045174537964,0.013347022587268942,0.5003562860238902,3.2,0.0,1.0,0.0,-2.220446049250313e-16,0.5,2.9,0.10000000000000009,0.9991421039919088,0.03448275862068969,0.01724137931034475,0.5005945303210464
T1,29/09/2019,Trabzonspor,Besiktas,H,2.2,3.8,2.9,2.2,3.7,2.9,2019/20,€87.03m,€63.25m,2.23,3.96,2.99,2.11,3.98,3.24,2.1,3.8,3.1,2.2,0.0,1.0,0.0,0.0,0.5,3.75,0.04999999999999982,0.999871756640849,0.013333333333333286,0.006666666666666821,0.5000888888888888,2.9,0.0,1.0,0.0,0.0,0.5
