Div,Season,Date,HomeTeam,AwayTeam,FTR,HomeValue,AwayValue,HomeMatchday,AwayMatchday,FTHG,FTAG,B365H,B365D,B365A,BFH,BFD,BFA,BSH,BSD,BSA,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,SOH,SOD,SOA,SBH,SBD,SBA,SJH,SJD,SJA,SYH,SYD,SYA,VCH,VCD,VCA,WHH,WHD,WHA,isSuprise_H,isSuprise_D,isSuprise_A,isSuprise,HomeTeamPlacement,AwayTeamPlacement,HomeForm3,HomeForm5,HomeFormSeason,AwayForm3,AwayForm5,AwayFormSeason,HomeGoals3,HomeGoals5,HomeGoalsSeason,AwayGoals3,AwayGoals5,AwayGoalsSeason,HTLSP,ATLSP
SP1,2017/18,29/04/2018,Alaves,Ath Madrid,A,74.8,711.15,35,35,0,1,3.29,3.1,2.37,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.2,2.25,1.0,1.0,1.0,3.25,3.2,2.3,3.3,3.0,2.35,3.5,3.19,2.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.13,2.4,3.25,3.0,2.4,0,0,0,0,17,7,3,9,41,4,8,75,5,8,34,1,5,55,9,3
SP1,2017/18,29/04/2018,Getafe,Girona,D,65.6,81.75,35,35,1,1,2.1,3.1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.25,4.0,1.0,1.0,1.0,2.0,3.4,3.8,2.05,3.1,3.9,2.08,3.36,4.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,4.0,2.1,3.1,3.8,0,0,0,0,15,19,7,10,49,4,4,48,4,5,40,3,3,47,0,0
SP1,2017/18,29/04/2018,La Coruna,Barcelona,A,66.45,1090.0,35,34,2,4,12.0,6.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,9.5,6.0,1.28,1.0,1.0,1.0,9.5,5.5,1.3,10.0,6.0,1.28,11.81,6.38,1.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,6.25,1.25,9.0,5.5,1.3,0,0,0,0,10,14,2,8,28,5,11,87,2,8,34,8,13,89,16,2
SP1,2017/18,29/04/2018,Valencia,Eibar,D,398.05,60.05,35,35,0,0,1.5,4.0,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.2,6.75,1.0,1.0,1.0,1.5,4.2,6.5,1.5,4.2,6.5,1.5,4.56,7.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,4.33,6.5,1.53,4.0,7.0,0,0,0,0,13,2,1,4,66,4,4,44,2,4,62,1,1,37,12,10
SP1,2017/18,30/04/2018,Betis,Malaga,H,132.25,55.2,35,35,2,1,1.44,4.5,7.5,1.0,1.0,1.0,1.0,1.0,1.0,1.36,5.0,9.0,1.0,1.0,1.0,1.4,4.8,7.5,1.4,4.4,8.0,1.41,4.98,8.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.75,8.0,1.44,4.33,7.5,0,0,0,0,8,9,7,13,59,3,3,20,3,6,56,3,6,23,15,11
SP1,2017/18,04/05/2018,Sevilla,Sociedad,H,253.2,232.95,35,36,1,0,2.1,3.79,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.5,3.5,1.0,1.0,1.0,2.0,3.6,3.6,2.1,3.6,3.2,2.21,3.54,3.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.5,3.13,2.1,3.5,3.25,0,0,0,0,18,1,4,5,51,3,9,43,2,4,43,3,9,60,4,6
SP1,2017/18,05/05/2018,Ath Bilbao,Betis,H,249.4,132.25,36,36,2,0,2.25,3.29,3.29,1.0,1.0,1.0,1.0,1.0,1.0,2.2,3.4,3.3,1.0,1.0,1.0,2.3,3.4,3.05,2.25,3.3,3.1,2.37,3.3,3.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.38,3.4,3.2,2.25,3.2,3.2,0,0,0,0,4,12,3,4,43,4,10,59,4,7,40,2,4,56,7,15
SP1,2017/18,05/05/2018,Celta,La Coruna,D,173.05,66.45,36,36,1,1,1.61,4.0,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.6,4.2,5.25,1.0,1.0,1.0,1.55,4.0,6.2,1.61,4.0,5.0,1.66,4.38,5.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,4.3,5.25,1.62,4.0,5.0,0,0,0,0,5,20,2,3,46,2,6,29,3,5,55,3,6,35,13,16
SP1,2017/18,05/05/2018,Girona,Eibar,A,81.75,60.05,36,36,1,4,2.1,3.29,3.75,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,3.9,1.0,1.0,1.0,2.0,3.4,3.8,2.05,3.2,3.75,2.11,3.4,3.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.4,3.8,2.1,3.2,3.6,0,0,1,1,14,5,1,4,48,4,7,47,2,4,48,4,5,41,0,10
SP1,2017/18,05/05/2018,Villarreal,Valencia,H,220.0,398.05,35,36,1,0,2.25,3.39,3.2,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.4,3.2,1.0,1.0,1.0,2.1,3.4,3.5,2.2,3.5,3.1,2.27,3.44,3.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,3.5,3.2,2.2,3.2,3.4,0,0,0,0,12,18,9,10,57,1,4,66,7,10,50,2,4,62,5,12
SP1,2017/18,06/05/2018,Ath Madrid,Espanol,A,711.15,97.8,36,36,0,2,1.39,4.2,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,4.6,10.0,1.0,1.0,1.0,1.4,4.8,7.5,1.4,4.2,9.5,1.43,4.36,10.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.6,10.0,1.4,4.2,9.0,0,0,1,1,9,10,4,7,75,7,7,43,1,4,55,5,5,31,3,8
SP1,2017/18,06/05/2018,Barcelona,Real Madrid,D,1090.0,955.35,35,35,2,2,1.66,4.33,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.67,4.33,4.5,1.0,1.0,1.0,1.8,4.0,4.0,1.67,4.25,4.4,1.72,4.6,4.39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.65,4.6,4.4,1.67,4.5,4.5,0,0,0,0,2,15,5,11,87,5,9,72,8,13,89,5,8,84,2,1
SP1,2017/18,06/05/2018,Las Palmas,Getafe,A,91.25,65.6,36,36,0,1,4.0,3.29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8,3.4,2.05,1.0,1.0,1.0,3.5,3.4,2.1,3.7,3.3,2.05,3.9,3.46,2.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.5,2.05,3.8,3.2,2.05,0,0,0,0,19,8,1,1,22,7,13,52,1,1,23,3,6,41,14,0
SP1,2017/18,06/05/2018,Malaga,Alaves,A,55.2,74.8,36,36,0,3,2.39,3.2,3.1,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.1,3.1,1.0,1.0,1.0,2.5,3.3,2.85,2.37,3.0,3.1,2.45,3.17,3.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.25,3.2,2.4,3.1,3.1,0,0,0,0,20,13,3,3,20,6,9,44,3,4,23,7,9,37,11,9
SP1,2017/18,07/05/2018,Leganes,Levante,A,58.55,61.85,36,36,0,3,2.1,3.2,3.89,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,3.9,1.0,1.0,1.0,2.1,3.4,3.5,2.1,3.1,3.7,2.18,3.24,3.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,3.3,3.7,2.1,3.2,3.6,0,0,1,1,17,16,1,4,40,9,12,43,1,3,29,8,9,37,17,0
SP1,2017/18,09/05/2018,Barcelona,Villarreal,H,1090.0,220.0,36,36,5,1,1.28,5.75,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,5.75,9.5,1.0,1.0,1.0,1.3,5.5,9.5,1.3,5.75,9.0,1.29,6.13,10.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.33,6.0,9.5,1.25,6.0,11.0,0,0,0,0,1,6,7,11,90,6,10,57,11,15,94,6,10,51,2,5
SP1,2017/18,09/05/2018,Sevilla,Real Madrid,H,253.2,955.35,36,36,3,2,2.45,3.7,2.62,1.0,1.0,1.0,1.0,1.0,1.0,2.5,3.9,2.55,1.0,1.0,1.0,2.6,3.7,2.5,2.4,3.7,2.62,2.46,3.96,2.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.45,3.9,2.7,2.38,3.8,2.6,0,0,0,0,7,3,6,8,54,4,8,72,5,7,46,6,9,86,4,1
SP1,2017/18,12/05/2018,Alaves,Ath Bilbao,H,74.8,249.4,37,37,3,1,2.5,3.29,2.89,1.0,1.0,1.0,1.0,1.0,1.0,2.55,3.25,2.85,1.0,1.0,1.0,2.5,3.2,2.9,2.55,3.1,2.87,2.62,3.18,3.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.3,2.9,2.6,3.1,2.8,0,0,0,0,12,16,6,9,47,3,4,43,6,11,40,4,6,41,9,7
SP1,2017/18,12/05/2018,Betis,Sevilla,D,132.25,253.2,37,37,2,2,2.62,3.39,2.7,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.5,2.65,1.0,1.0,1.0,2.85,3.3,2.5,2.55,3.5,2.55,2.61,3.7,2.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.63,3.7,2.63,2.5,3.6,2.6,0,1,0,1,6,7,4,8,60,4,8,55,4,5,58,6,7,48,15,4
SP1,2017/18,12/05/2018,Eibar,Las Palmas,H,60.05,91.25,37,37,1,0,1.39,4.5,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.75,7.75,1.0,1.0,1.0,1.5,4.2,6.5,1.4,4.6,8.0,1.41,4.92,8.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,4.8,8.5,1.4,4.33,8.5,0,0,0,0,9,19,7,10,50,1,1,22,5,6,42,1,1,23,10,14
SP1,2017/18,12/05/2018,Getafe,Ath Madrid,A,65.6,711.15,37,37,0,1,2.79,3.1,2.79,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.1,2.75,1.0,1.0,1.0,2.3,3.15,3.3,2.7,2.9,2.8,2.77,3.13,2.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8,3.1,2.88,2.8,2.9,2.8,0,0,0,0,8,2,4,10,52,6,7,78,2,5,41,2,2,56,0,3
SP1,2017/18,12/05/2018,Girona,Valencia,A,81.75,398.05,37,37,0,1,2.5,3.39,2.75,1.0,1.0,1.0,1.0,1.0,1.0,2.65,3.4,2.65,1.0,1.0,1.0,2.6,3.25,2.75,2.5,3.4,2.62,2.61,3.6,2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6,3.6,2.7,2.5,3.6,2.62,0,0,0,0,11,4,1,4,48,4,5,70,2,4,48,1,3,63,0,12
SP1,2017/18,12/05/2018,La Coruna,Villarreal,A,66.45,220.0,37,37,2,4,3.5,3.6,2.04,1.0,1.0,1.0,1.0,1.0,1.0,3.6,3.5,2.05,1.0,1.0,1.0,4.1,3.5,1.9,3.5,3.6,2.0,3.8,3.69,2.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,3.7,2.05,3.5,3.3,2.1,0,0,0,0,18,5,1,3,29,6,12,60,5,5,37,6,12,55,16,5
SP1,2017/18,12/05/2018,Real Madrid,Celta,H,955.35,173.05,37,37,6,0,1.36,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.35,5.5,8.0,1.0,1.0,1.0,1.3,6.0,9.0,1.36,5.5,7.5,1.34,6.13,8.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,5.75,7.5,1.36,4.8,8.0,0,0,0,0,3,13,4,8,75,1,3,46,10,13,92,2,5,55,1,13
SP1,2017/18,12/05/2018,Sociedad,Leganes,H,232.95,58.55,37,37,3,2,1.44,4.2,8.5,1.0,1.0,1.0,1.0,1.0,1.0,1.42,4.4,8.25,1.0,1.0,1.0,1.45,4.7,6.5,1.44,4.33,7.5,1.45,4.71,8.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45,4.6,8.0,1.44,4.33,7.0,0,0,0,0,10,17,6,9,49,0,1,40,6,9,66,3,4,31,6,17
SP1,2017/18,13/05/2018,Espanol,Malaga,H,97.8,55.2,37,37,4,1,1.61,3.7,6.25,1.0,1.0,1.0,1.0,1.0,1.0,1.67,3.5,6.0,1.0,1.0,1.0,1.65,3.8,5.3,1.61,3.6,5.75,1.65,3.94,6.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.62,3.9,5.75,1.67,3.3,6.0,0,0,0,0,14,20,7,10,46,0,3,20,7,9,35,2,4,24,8,11
SP1,2017/18,13/05/2018,Levante,Barcelona,H,61.85,1090.0,37,37,5,4,10.0,5.25,1.3,1.0,1.0,1.0,1.0,1.0,1.0,9.25,5.75,1.3,1.0,1.0,1.0,9.5,5.5,1.3,9.0,5.5,1.3,10.34,6.15,1.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.5,5.75,1.3,9.0,5.0,1.33,1,0,0,1,15,1,9,15,46,6,8,90,10,14,42,13,17,98,0,2
SP1,2017/18,19/05/2018,Celta,Levante,H,173.05,61.85,38,38,4,2,1.8,4.0,4.1,1.0,1.0,1.0,1.0,1.0,1.0,1.8,4.0,4.1,1.0,1.0,1.0,2.0,3.7,3.5,1.8,4.0,3.9,1.83,4.08,4.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85,4.1,4.1,1.83,3.8,4.0,0,0,0,0,12,15,4,5,49,6,12,46,5,7,59,10,15,44,13,0
SP1,2017/18,19/05/2018,Las Palmas,Girona,A,91.25,81.75,38,38,1,2,3.1,3.5,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.7,2.25,1.0,1.0,1.0,2.85,3.3,2.5,3.0,3.6,2.2,3.14,3.81,2.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.8,2.3,2.9,3.5,2.3,0,0,0,0,19,10,0,1,22,3,4,51,1,2,24,3,4,50,14,0
SP1,2017/18,19/05/2018,Leganes,Betis,H,58.55,132.25,38,38,3,2,2.7,3.6,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.7,3.5,2.55,1.0,1.0,1.0,2.7,3.5,2.5,2.65,3.5,2.5,2.77,3.56,2.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.75,3.6,2.55,2.62,3.6,2.5,0,0,0,0,17,6,3,4,43,1,5,60,5,6,34,4,6,60,17,15
SP1,2017/18,19/05/2018,Malaga,Getafe,A,55.2,65.6,38,38,0,1,3.3,3.3,2.25,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.5,2.25,1.0,1.0,1.0,3.15,3.5,2.2,3.2,3.3,2.2,3.26,3.6,2.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,3.4,2.3,3.2,3.3,2.25,0,0,0,0,20,8,0,3,20,6,10,55,1,4,24,2,4,42,11,0
SP1,2017/18,19/05/2018,Sevilla,Alaves,H,253.2,74.8,38,38,1,0,1.4,4.75,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.42,5.0,7.0,1.0,1.0,1.0,1.5,4.5,6.0,1.44,4.75,6.5,1.43,5.22,7.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.45,5.0,7.0,1.44,4.5,7.0,0,0,0,0,7,14,7,10,58,6,9,47,6,8,49,6,10,40,4,9
SP1,2017/18,19/05/2018,Villarreal,Real Madrid,D,220.0,955.35,38,38,2,2,3.1,4.1,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.1,4.2,2.05,1.0,1.0,1.0,2.5,3.8,2.5,3.0,4.0,2.1,3.04,4.25,2.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.13,4.2,2.1,3.0,4.2,2.05,0,1,0,1,5,3,4,10,61,4,8,76,7,12,57,10,14,94,5,1
SP1,2017/18,20/05/2018,Ath Bilbao,Espanol,A,249.4,97.8,38,38,0,1,2.04,3.5,3.6,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.5,3.8,1.0,1.0,1.0,2.0,3.6,3.6,2.0,3.5,3.5,2.05,3.74,3.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.7,3.6,2.1,3.4,3.5,0,0,1,1,16,13,3,3,43,9,13,49,3,5,41,7,10,36,7,8
SP1,2017/18,20/05/2018,Ath Madrid,Eibar,D,711.15,60.05,38,38,2,2,1.61,3.8,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6,4.0,5.75,1.0,1.0,1.0,1.65,3.7,5.5,1.6,3.9,5.5,1.6,4.17,6.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.57,4.1,5.75,1.62,3.8,5.5,0,0,0,0,2,9,4,8,79,7,8,51,3,4,58,7,7,44,3,10
SP1,2017/18,20/05/2018,Barcelona,Sociedad,H,1090.0,232.95,38,38,1,0,1.22,7.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,7.25,10.5,1.0,1.0,1.0,1.3,5.5,9.5,1.22,6.5,9.5,1.25,7.53,9.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.22,7.0,11.0,1.25,6.0,11.0,0,0,0,0,1,11,6,10,93,6,6,49,10,16,99,6,6,66,2,6
SP1,2017/18,20/05/2018,Valencia,La Coruna,H,398.05,66.45,38,38,2,1,1.4,4.75,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.36,5.0,8.5,1.0,1.0,1.0,1.45,4.5,7.0,1.36,5.2,7.5,1.36,5.56,8.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,5.4,8.0,1.36,4.5,9.5,0,0,0,0,4,18,7,8,73,1,2,29,3,4,65,4,6,38,12,16
SP1,2018/19,17/08/2018,Betis,Levante,A,290.75,107.85,1,1,0,3,1.66,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.7,5.25,1.0,1.0,1.0,1.75,3.6,4.9,1.0,1.0,1.0,1.69,4.19,5.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.67,4.2,5.2,1.67,3.9,4.75,0,0,1,1,20,3,0,0,0,3,3,3,0,0,0,3,3,3,6,15
SP1,2018/19,17/08/2018,Girona,Valladolid,D,97.25,83.0,1,1,0,0,1.75,3.6,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.75,3.5,5.25,1.0,1.0,1.0,1.8,3.6,4.5,1.0,1.0,1.0,1.8,3.7,4.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.7,4.8,1.75,3.6,4.6,0,0,0,0,12,13,1,1,1,1,1,1,0,0,0,0,0,0,10,0
SP1,2018/19,18/08/2018,Barcelona,Alaves,H,1160.0,110.8,1,1,3,0,1.11,10.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11,10.0,20.0,1.0,1.0,1.0,1.12,9.0,20.0,1.0,1.0,1.0,1.11,11.27,25.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,10.5,34.0,1.08,9.0,29.0,0,0,0,0,2,19,3,3,3,0,0,0,3,3,3,0,0,0,1,14
SP1,2018/19,18/08/2018,Celta,Espanol,D,234.1,174.7,1,1,1,1,1.85,3.5,4.5,1.0,1.0,1.0,1.0,1.0,1.0,1.91,3.4,4.25,1.0,1.0,1.0,1.9,3.5,4.1,1.0,1.0,1.0,1.93,3.64,4.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.93,3.5,4.4,1.91,3.5,4.0,0,0,0,0,9,10,1,1,1,1,1,1,1,1,1,1,1,1,12,13
SP1,2018/19,18/08/2018,Villarreal,Sociedad,A,230.65,300.95,1,1,1,2,2.04,3.4,3.8,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.3,3.9,1.0,1.0,1.0,2.0,3.4,3.8,1.0,1.0,1.0,2.06,3.51,3.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.05,3.5,3.9,2.05,3.3,3.6,0,0,1,1,16,7,0,0,0,3,3,3,1,1,1,2,2,2,5,11
SP1,2018/19,19/08/2018,Eibar,Huesca,A,93.9,61.4,1,1,1,2,1.66,3.75,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.7,5.25,1.0,1.0,1.0,1.7,3.75,5.0,1.0,1.0,1.0,1.72,3.9,5.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7,3.8,5.0,1.73,3.6,4.75,0,0,1,1,14,6,0,0,0,3,3,3,1,1,1,2,2,2,9,0
SP1,2018/19,19/08/2018,Real Madrid,Getafe,H,896.1,132.2,1,1,2,0,1.2,7.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18,7.25,16.0,1.0,1.0,1.0,1.2,6.5,15.0,1.0,1.0,1.0,1.2,7.36,17.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,7.0,13.0,1.22,6.0,13.0,0,0,0,0,4,17,3,3,3,0,0,0,2,2,2,0,0,0,3,8
SP1,2018/19,19/08/2018,Vallecano,Sevilla,A,86.7,306.3,1,1,1,4,3.25,3.6,2.14,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.5,2.1,1.0,1.0,1.0,3.5,3.4,2.1,1.0,1.0,1.0,3.46,3.74,2.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4,3.6,2.1,3.3,3.7,2.05,0,0,0,0,18,1,0,0,0,3,3,3,1,1,1,4,4,4,0,7
SP1,2018/19,20/08/2018,Ath Bilbao,Leganes,H,234.25,112.45,1,1,2,1,1.75,3.3,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.78,3.5,5.0,1.0,1.0,1.0,1.85,3.5,4.4,1.0,1.0,1.0,1.79,3.54,5.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8,3.4,5.0,1.8,3.4,4.75,0,0,0,0,5,15,3,3,3,0,0,0,2,2,2,1,1,1,16,17
SP1,2018/19,20/08/2018,Valencia,Ath Madrid,D,499.65,969.7,1,1,1,1,3.0,3.2,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.85,3.25,2.55,1.0,1.0,1.0,2.85,3.2,2.55,1.0,1.0,1.0,3.12,3.18,2.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.2,2.45,3.0,3.2,2.4,0,1,0,1,11,8,1,1,1,1,1,1,1,1,1,1,1,1,4,2
SP1,2018/19,24/08/2018,Getafe,Eibar,H,132.2,93.9,2,2,2,0,1.95,3.2,4.33,1.0,1.0,1.0,1.0,1.0,1.0,1.95,3.3,4.2,1.0,1.0,1.0,2.0,3.2,4.2,1.0,1.0,1.0,2.01,3.35,4.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.25,4.5,1.95,3.1,4.33,0,0,0,0,11,19,3,3,3,0,0,0,2,2,2,1,1,1,8,9
SP1,2018/19,24/08/2018,Leganes,Sociedad,D,112.45,300.95,2,2,2,2,3.5,3.3,2.1,1.0,1.0,1.0,1.0,1.0,1.0,3.5,3.2,2.2,1.0,1.0,1.0,3.6,3.2,2.15,1.0,1.0,1.0,3.66,3.36,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,3.3,2.2,3.4,3.25,2.15,0,0,0,0,12,7,1,1,1,4,4,4,3,3,3,4,4,4,17,11
SP1,2018/19,25/08/2018,Alaves,Betis,D,110.8,290.75,2,2,0,0,2.8,3.25,2.6,1.0,1.0,1.0,1.0,1.0,1.0,2.65,3.3,2.6,1.0,1.0,1.0,2.8,3.2,2.6,1.0,1.0,1.0,2.87,3.36,2.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.88,3.3,2.63,2.8,3.25,2.5,0,1,0,1,17,18,1,1,1,1,1,1,0,0,0,0,0,0,14,6
SP1,2018/19,25/08/2018,Ath Madrid,Vallecano,H,969.7,86.7,2,2,1,0,1.16,7.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,7.25,18.0,1.0,1.0,1.0,1.17,7.2,18.5,1.0,1.0,1.0,1.16,8.09,24.21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17,7.5,23.0,1.14,7.0,21.0,0,0,0,0,9,20,4,4,4,0,0,0,2,2,2,1,1,1,2,0
SP1,2018/19,25/08/2018,Valladolid,Barcelona,A,83.0,1160.0,2,2,0,1,17.0,7.5,1.16,1.0,1.0,1.0,1.0,1.0,1.0,15.0,7.0,1.19,1.0,1.0,1.0,13.0,7.0,1.2,1.0,1.0,1.0,19.07,8.18,1.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,7.5,1.18,17.0,7.5,1.15,0,0,0,0,14,2,1,1,1,6,6,6,0,0,0,4,4,4,0,1
SP1,2018/19,26/08/2018,Espanol,Valencia,H,174.7,499.65,2,2,2,0,3.25,3.2,2.37,1.0,1.0,1.0,1.0,1.0,1.0,2.95,3.3,2.45,1.0,1.0,1.0,3.1,3.3,2.35,1.0,1.0,1.0,3.19,3.48,2.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,3.4,2.3,3.1,3.4,2.25,0,0,0,0,4,15,4,4,4,1,1,1,3,3,3,1,1,1,13,4
