Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
I1,30/09/2006,Atalanta,Reggina,1.0,1.0,D,1.0,1.0,D,1.9,3.1,4.33,1.85,3.1,4.3,2006/7,€53.48m,€50.10m,O. Pantana,11.0,14.0,3.0,2.0,17.0,19.0,5.0,3.0,3.0,3.0,0.0,0.0
I1,30/09/2006,Torino,Lazio,0.0,4.0,A,0.0,0.0,D,2.5,2.87,3.0,2.5,2.85,2.9,2006/7,€55.55m,€105.35m,T. Pieri,14.0,12.0,1.0,6.0,14.0,14.0,5.0,4.0,1.0,1.0,0.0,0.0
I1,01/10/2006,Cagliari,Inter,1.0,1.0,D,1.0,1.0,D,6.0,3.4,1.61,6.0,3.25,1.6,2006/7,€45.15m,€267.23m,D. Messina,7.0,15.0,2.0,5.0,11.0,26.0,3.0,6.0,2.0,4.0,0.0,0.0
I1,01/10/2006,Chievo,Palermo,0.0,1.0,A,0.0,1.0,A,2.75,2.87,2.75,2.85,2.8,2.55,2006/7,€83.50m,€127.28m,S. Farina,6.0,7.0,3.0,3.0,19.0,15.0,5.0,4.0,1.0,2.0,0.0,0.0
I1,01/10/2006,Fiorentina,Catania,3.0,0.0,H,0.0,0.0,D,1.4,4.0,9.0,1.4,3.8,8.0,2006/7,€159.60m,€38.60m,S. Farina,19.0,3.0,14.0,1.0,27.0,20.0,8.0,2.0,3.0,3.0,0.0,2.0
I1,01/10/2006,Messina,Livorno,0.0,1.0,A,0.0,0.0,D,2.3,2.87,3.4,2.15,2.8,3.6,2006/7,€40.58m,€68.33m,P. Dondarini,13.0,12.0,5.0,7.0,10.0,10.0,6.0,1.0,2.0,3.0,0.0,0.0
I1,01/10/2006,Milan,Siena,0.0,0.0,D,0.0,0.0,D,1.22,5.5,13.0,1.2,5.6,12.0,2006/7,€274.35m,€46.08m,N. Stefanini,18.0,12.0,8.0,6.0,12.0,14.0,9.0,2.0,0.0,4.0,0.0,0.0
I1,01/10/2006,Roma,Empoli,1.0,0.0,H,1.0,0.0,H,1.36,4.33,9.0,1.33,4.5,8.0,2006/7,€220.65m,€44.30m,R. Rosetti,14.0,10.0,7.0,2.0,15.0,17.0,3.0,7.0,1.0,0.0,0.0,0.0
I1,01/10/2006,Sampdoria,Parma,3.0,2.0,H,1.0,1.0,D,1.8,3.2,4.75,1.8,3.15,4.45,2006/7,€69.45m,€46.90m,N. Rizzoli,16.0,12.0,8.0,5.0,26.0,20.0,6.0,6.0,4.0,3.0,0.0,1.0
I1,01/10/2006,Udinese,Ascoli,0.0,0.0,D,0.0,0.0,D,1.57,3.4,7.0,1.55,3.45,6.2,2006/7,€104.58m,€25.80m,R. Herberg,13.0,11.0,7.0,4.0,21.0,23.0,5.0,2.0,3.0,2.0,0.0,0.0
I1,14/10/2006,Sampdoria,Milan,1.0,1.0,D,0.0,0.0,D,4.75,3.2,1.8,4.9,3.25,1.7,2006/7,€69.45m,€274.35m,R. Rosetti,11.0,11.0,5.0,5.0,10.0,17.0,1.0,5.0,3.0,3.0,0.0,0.0
I1,14/10/2006,Siena,Messina,3.0,1.0,H,1.0,1.0,D,2.0,2.87,4.33,1.95,2.8,4.4,2006/7,€46.08m,€40.58m,N. Ayroldi,20.0,4.0,9.0,3.0,24.0,17.0,5.0,2.0,1.0,1.0,1.0,2.0
I1,15/10/2006,Ascoli,Livorno,0.0,2.0,A,0.0,1.0,A,2.5,2.8,3.1,2.3,2.8,3.25,2006/7,€25.80m,€68.33m,C. Brighi,9.0,4.0,4.0,4.0,18.0,18.0,3.0,5.0,5.0,2.0,0.0,1.0
I1,15/10/2006,Empoli,Fiorentina,1.0,2.0,A,1.0,0.0,H,3.2,2.87,2.4,2.95,2.9,2.4,2006/7,€44.30m,€159.60m,M. Saccani,6.0,20.0,1.0,8.0,18.0,23.0,3.0,6.0,3.0,6.0,0.0,1.0
I1,15/10/2006,Inter,Catania,2.0,1.0,H,1.0,1.0,D,1.2,5.5,17.0,1.15,6.4,14.0,2006/7,€267.23m,€38.60m,P. Mazzoleni,8.0,5.0,4.0,3.0,22.0,14.0,10.0,3.0,1.0,2.0,0.0,0.0
I1,15/10/2006,Lazio,Cagliari,0.0,0.0,D,0.0,0.0,D,1.61,3.4,6.0,1.6,3.3,5.85,2006/7,€105.35m,€45.15m,A. De Marco,10.0,3.0,4.0,0.0,21.0,15.0,7.0,5.0,4.0,1.0,1.0,2.0
I1,15/10/2006,Palermo,Atalanta,2.0,3.0,A,2.0,2.0,D,1.57,3.6,6.0,1.5,3.45,7.0,2006/7,€127.28m,€53.48m,L. Banti,12.0,12.0,4.0,9.0,15.0,21.0,2.0,7.0,2.0,2.0,0.0,0.0
I1,15/10/2006,Parma,Udinese,0.0,3.0,A,0.0,2.0,A,2.87,2.87,2.6,2.75,2.9,2.55,2006/7,€46.90m,€104.58m,L. Palanca,14.0,9.0,7.0,5.0,21.0,18.0,7.0,4.0,2.0,3.0,0.0,1.0
I1,15/10/2006,Reggina,Roma,1.0,0.0,H,0.0,0.0,D,5.0,3.4,1.72,4.8,3.3,1.7,2006/7,€50.10m,€220.65m,M. Trefoloni,8.0,13.0,3.0,5.0,20.0,28.0,7.0,6.0,6.0,5.0,0.0,0.0
I1,15/10/2006,Torino,Chievo,1.0,0.0,H,0.0,0.0,D,2.3,2.87,3.4,2.2,2.85,3.4,2006/7,€55.55m,€83.50m,P. Bertini,9.0,5.0,3.0,1.0,25.0,16.0,6.0,6.0,5.0,1.0,0.0,0.0
I1,21/10/2006,Cagliari,Torino,0.0,0.0,D,0.0,0.0,D,2.1,3.0,3.75,2.2,2.85,3.4,2006/7,€45.15m,€55.55m,P. Tagliavento,14.0,3.0,8.0,0.0,20.0,20.0,8.0,3.0,0.0,4.0,0.0,0.0
I1,21/10/2006,Messina,Empoli,2.0,2.0,D,1.0,1.0,D,2.37,2.75,3.4,2.3,2.95,3.1,2006/7,€40.58m,€44.30m,G. Gava,7.0,8.0,3.0,3.0,23.0,14.0,3.0,8.0,3.0,1.0,0.0,0.0
I1,22/10/2006,Atalanta,Sampdoria,3.0,2.0,H,1.0,2.0,A,2.37,2.87,3.25,2.35,2.75,3.25,2006/7,€53.48m,€69.45m,A. Romeo,7.0,4.0,4.0,3.0,23.0,28.0,6.0,2.0,1.0,5.0,0.0,0.0
I1,22/10/2006,Catania,Lazio,3.0,1.0,H,2.0,0.0,H,3.4,2.87,2.3,3.2,2.95,2.25,2006/7,€38.60m,€105.35m,D. Messina,12.0,9.0,8.0,2.0,20.0,30.0,3.0,2.0,2.0,3.0,0.0,0.0
I1,22/10/2006,Fiorentina,Reggina,3.0,0.0,H,2.0,0.0,H,1.4,4.0,9.0,1.45,3.65,7.5,2006/7,€159.60m,€50.10m,L. Marelli,13.0,3.0,5.0,1.0,12.0,15.0,6.0,4.0,2.0,1.0,0.0,0.0
I1,22/10/2006,Livorno,Siena,0.0,0.0,D,0.0,0.0,D,1.9,3.1,4.33,2.0,2.75,4.25,2006/7,€68.33m,€46.08m,M. Girard,5.0,9.0,1.0,2.0,20.0,14.0,5.0,1.0,3.0,2.0,0.0,0.0
I1,22/10/2006,Milan,Palermo,0.0,2.0,A,0.0,0.0,D,1.5,3.6,7.5,1.45,3.65,7.4,2006/7,€274.35m,€127.28m,G. Rocchi,11.0,8.0,5.0,4.0,10.0,16.0,9.0,1.0,1.0,3.0,0.0,0.0
I1,22/10/2006,Parma,Ascoli,1.0,0.0,H,1.0,0.0,H,2.0,3.0,4.0,2.05,2.9,3.75,2006/7,€46.90m,€25.80m,G. Lops,6.0,9.0,4.0,6.0,22.0,30.0,2.0,4.0,3.0,2.0,0.0,0.0
I1,22/10/2006,Roma,Chievo,1.0,1.0,D,0.0,1.0,A,1.36,4.33,9.0,1.4,3.75,8.5,2006/7,€220.65m,€83.50m,P. Dondarini,25.0,8.0,11.0,5.0,10.0,17.0,12.0,5.0,0.0,2.0,0.0,0.0
I1,22/10/2006,Udinese,Inter,0.0,0.0,D,0.0,0.0,D,3.75,3.0,2.1,3.7,3.05,2.0,2006/7,€104.58m,€267.23m,T. Pieri,11.0,7.0,3.0,4.0,13.0,24.0,5.0,7.0,2.0,3.0,0.0,0.0
I1,25/10/2006,Atalanta,Cagliari,3.0,3.0,D,1.0,2.0,A,2.0,2.87,4.33,2.0,2.87,4.33,2006/7,€53.48m,€45.15m,N. Stefanini,12.0,8.0,4.0,5.0,19.0,22.0,5.0,2.0,3.0,1.0,0.0,0.0
I1,25/10/2006,Chievo,Milan,0.0,1.0,A,0.0,1.0,A,6.5,3.5,1.57,6.5,3.5,1.57,2006/7,€83.50m,€274.35m,N. Rizzoli,7.0,12.0,2.0,6.0,11.0,15.0,6.0,5.0,2.0,2.0,0.0,0.0
I1,25/10/2006,Empoli,Udinese,1.0,1.0,D,0.0,0.0,D,2.87,2.87,2.6,2.87,2.87,2.6,2006/7,€44.30m,€104.58m,A. Giannoccaro,12.0,8.0,5.0,4.0,10.0,12.0,3.0,3.0,1.0,4.0,0.0,0.0
I1,25/10/2006,Inter,Livorno,4.0,1.0,H,2.0,0.0,H,1.28,4.5,13.0,1.28,4.5,13.0,2006/7,€267.23m,€68.33m,M. Saccani,16.0,10.0,11.0,4.0,11.0,12.0,8.0,4.0,0.0,2.0,0.0,0.0
I1,25/10/2006,Palermo,Messina,2.0,1.0,H,2.0,1.0,H,1.5,3.75,7.0,1.5,3.75,7.0,2006/7,€127.28m,€40.58m,T. Pieri,12.0,17.0,7.0,9.0,21.0,17.0,4.0,6.0,2.0,3.0,0.0,0.0
I1,25/10/2006,Reggina,Parma,3.0,2.0,H,1.0,1.0,D,2.1,3.0,3.75,2.1,3.0,3.75,2006/7,€50.10m,€46.90m,R. Rosetti,11.0,10.0,8.0,5.0,22.0,24.0,1.0,2.0,2.0,4.0,1.0,1.0
I1,25/10/2006,Roma,Ascoli,2.0,2.0,D,0.0,1.0,A,1.25,5.0,13.0,1.25,5.0,13.0,2006/7,€220.65m,€25.80m,G. Rocchi,17.0,4.0,10.0,3.0,7.0,21.0,8.0,3.0,3.0,5.0,0.0,0.0
I1,25/10/2006,Sampdoria,Lazio,2.0,0.0,H,0.0,0.0,D,2.2,3.0,3.4,2.2,3.0,3.4,2006/7,€69.45m,€105.35m,M. Trefoloni,12.0,12.0,6.0,7.0,16.0,22.0,7.0,2.0,2.0,1.0,0.0,2.0
I1,25/10/2006,Siena,Catania,1.0,1.0,D,0.0,0.0,D,1.9,3.0,4.5,1.9,3.0,4.5,2006/7,€46.08m,€38.60m,C. Brighi,17.0,8.0,9.0,4.0,21.0,22.0,3.0,5.0,1.0,1.0,0.0,0.0
I1,25/10/2006,Torino,Fiorentina,0.0,1.0,A,0.0,1.0,A,3.4,2.87,2.3,3.4,2.87,2.3,2006/7,€55.55m,€159.60m,N. Ayroldi,13.0,10.0,6.0,4.0,19.0,20.0,7.0,6.0,2.0,1.0,0.0,0.0
I1,28/10/2006,Milan,Inter,3.0,4.0,A,0.0,2.0,A,2.6,2.8,3.0,2.5,2.85,2.9,2006/7,€274.35m,€267.23m,S. Farina,17.0,9.0,15.0,8.0,25.0,20.0,9.0,1.0,3.0,4.0,0.0,1.0
I1,28/10/2006,Udinese,Roma,0.0,1.0,A,0.0,0.0,D,2.6,2.8,3.0,2.65,2.9,2.65,2006/7,€104.58m,€220.65m,P. Bertini,11.0,16.0,2.0,10.0,20.0,15.0,7.0,4.0,4.0,3.0,1.0,0.0
I1,29/10/2006,Ascoli,Siena,0.0,1.0,A,0.0,0.0,D,2.37,2.87,3.25,2.4,2.85,3.05,2006/7,€25.80m,€46.08m,L. Palanca,9.0,11.0,5.0,4.0,20.0,19.0,4.0,4.0,5.0,2.0,1.0,1.0
