Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,Season,HomeValue,AwayValue,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
P1,26/11/2017,Benfica,Setubal,6.0,0.0,H,2.0,0.0,H,1.18,7.0,13.0,1.15,7.0,18.0,2017/18,€229.08m,€23.95m,17.0,3.0,12.0,2.0,20.0,15.0,12.0,2.0,2.0,2.0,0.0,1.0
P1,26/11/2017,Maritimo,Estoril,0.0,0.0,D,0.0,0.0,D,2.0,3.2,4.0,1.91,3.3,4.1,2017/18,€28.55m,€26.20m,2.0,13.0,1.0,4.0,13.0,18.0,2.0,6.0,1.0,2.0,0.0,0.0
P1,26/11/2017,Pacos Ferreira,Sp Lisbon,1.0,2.0,A,0.0,1.0,A,8.0,4.75,1.36,8.5,4.75,1.35,2017/18,€15.73m,€259.08m,12.0,7.0,5.0,5.0,14.0,16.0,10.0,5.0,5.0,5.0,0.0,0.0
P1,27/11/2017,Rio Ave,Guimaraes,0.0,1.0,A,0.0,1.0,A,2.0,3.39,3.75,2.05,3.25,3.7,2017/18,€32.95m,€50.33m,11.0,6.0,4.0,2.0,16.0,21.0,12.0,5.0,0.0,4.0,0.0,0.0
P1,27/11/2017,Sp Braga,Feirense,3.0,1.0,H,3.0,1.0,H,1.44,4.2,7.5,1.48,4.1,6.5,2017/18,€94.80m,€12.85m,10.0,8.0,7.0,4.0,16.0,20.0,6.0,3.0,0.0,2.0,0.0,0.0
P1,01/12/2017,Porto,Benfica,0.0,0.0,D,0.0,0.0,D,1.75,3.5,4.75,1.78,3.5,4.5,2017/18,€276.50m,€229.08m,9.0,3.0,5.0,1.0,5.0,15.0,7.0,5.0,1.0,3.0,0.0,1.0
P1,01/12/2017,Sp Lisbon,Belenenses,1.0,0.0,H,1.0,0.0,H,1.18,7.0,14.0,1.19,6.5,13.5,2017/18,€259.08m,€19.88m,8.0,8.0,4.0,3.0,15.0,16.0,5.0,3.0,1.0,3.0,0.0,0.0
P1,02/12/2017,Chaves,Boavista,0.0,0.0,D,0.0,0.0,D,2.04,3.0,4.09,2.05,3.1,3.8,2017/18,€23.75m,€16.43m,9.0,7.0,3.0,5.0,13.0,18.0,6.0,1.0,1.0,5.0,0.0,0.0
P1,02/12/2017,Moreirense,Maritimo,1.0,1.0,D,1.0,1.0,D,2.5,3.0,3.0,2.55,3.1,2.85,2017/18,€17.80m,€28.55m,11.0,2.0,5.0,2.0,15.0,15.0,8.0,3.0,3.0,1.0,1.0,0.0
P1,02/12/2017,Tondela,Rio Ave,1.0,3.0,A,0.0,1.0,A,2.89,3.25,2.39,3.0,3.1,2.4,2017/18,€17.48m,€32.95m,4.0,7.0,2.0,3.0,14.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0
P1,03/12/2017,Feirense,AVS,0.0,1.0,A,0.0,0.0,D,2.45,3.1,3.0,2.55,3.0,2.9,2017/18,€12.85m,€12.15m,6.0,15.0,3.0,8.0,18.0,14.0,4.0,9.0,3.0,2.0,1.0,0.0
P1,03/12/2017,Setubal,Guimaraes,1.0,2.0,A,0.0,1.0,A,3.1,3.1,2.39,2.85,3.2,2.45,2017/18,€23.95m,€50.33m,13.0,6.0,4.0,2.0,17.0,25.0,7.0,3.0,2.0,5.0,0.0,0.0
P1,03/12/2017,Sp Braga,Pacos Ferreira,3.0,0.0,H,0.0,0.0,D,1.44,4.2,7.5,1.44,4.1,7.5,2017/18,€94.80m,€15.73m,11.0,2.0,6.0,1.0,15.0,20.0,8.0,4.0,2.0,3.0,0.0,1.0
P1,04/12/2017,Estoril,Portimonense,0.0,0.0,D,0.0,0.0,D,2.45,3.1,3.0,2.55,3.2,2.75,2017/18,€26.20m,€35.78m,14.0,7.0,6.0,2.0,8.0,17.0,7.0,4.0,1.0,4.0,0.0,0.0
P1,08/12/2017,Rio Ave,Moreirense,2.0,1.0,H,0.0,0.0,D,1.64,3.5,5.75,1.67,3.5,5.5,2017/18,€32.95m,€17.80m,11.0,4.0,6.0,2.0,8.0,23.0,3.0,1.0,3.0,4.0,0.0,0.0
P1,09/12/2017,AVS,Tondela,0.0,1.0,A,0.0,0.0,D,1.95,3.29,4.0,1.85,3.4,4.2,2017/18,€12.15m,€17.48m,16.0,10.0,8.0,4.0,16.0,18.0,1.0,4.0,3.0,2.0,1.0,0.0
P1,09/12/2017,Benfica,Estoril,3.0,1.0,H,2.0,1.0,H,1.12,8.0,21.0,1.11,8.75,19.5,2017/18,€229.08m,€26.20m,7.0,7.0,3.0,5.0,17.0,12.0,5.0,9.0,3.0,2.0,0.0,0.0
P1,09/12/2017,Boavista,Sp Lisbon,1.0,3.0,A,0.0,1.0,A,7.0,4.33,1.44,8.0,4.1,1.42,2017/18,€16.43m,€259.08m,4.0,9.0,2.0,6.0,18.0,16.0,2.0,5.0,1.0,2.0,0.0,0.0
P1,10/12/2017,Belenenses,Pacos Ferreira,1.0,1.0,D,0.0,1.0,A,1.95,3.2,4.2,2.0,3.2,3.9,2017/18,€19.88m,€15.73m,11.0,6.0,4.0,3.0,11.0,17.0,10.0,3.0,1.0,5.0,0.0,1.0
P1,10/12/2017,Portimonense,Chaves,0.0,1.0,A,0.0,0.0,D,2.04,3.39,3.5,2.05,3.4,3.5,2017/18,€35.78m,€23.75m,14.0,3.0,7.0,1.0,18.0,18.0,8.0,7.0,3.0,3.0,0.0,0.0
P1,10/12/2017,Setubal,Porto,0.0,5.0,A,0.0,3.0,A,15.0,6.5,1.18,21.0,6.5,1.15,2017/18,€23.95m,€276.50m,4.0,14.0,1.0,9.0,16.0,21.0,2.0,7.0,2.0,2.0,0.0,0.0
P1,11/12/2017,Guimaraes,Feirense,1.0,0.0,H,0.0,0.0,D,1.61,3.6,6.0,1.57,3.8,5.75,2017/18,€50.33m,€12.85m,9.0,2.0,3.0,0.0,22.0,24.0,8.0,2.0,3.0,4.0,0.0,0.0
P1,11/12/2017,Maritimo,Sp Braga,1.0,0.0,H,0.0,0.0,D,3.29,3.25,2.2,3.25,3.1,2.25,2017/18,€28.55m,€94.80m,5.0,7.0,2.0,2.0,31.0,22.0,2.0,4.0,2.0,3.0,0.0,0.0
P1,15/12/2017,Pacos Ferreira,Boavista,1.0,2.0,A,1.0,0.0,H,2.5,3.0,3.0,2.5,2.85,3.1,2017/18,€15.73m,€16.43m,11.0,5.0,6.0,4.0,23.0,9.0,4.0,4.0,3.0,1.0,0.0,0.0
P1,16/12/2017,Estoril,AVS,3.0,2.0,H,1.0,1.0,D,2.25,3.1,3.39,2.3,3.1,3.25,2017/18,€26.20m,€12.15m,17.0,6.0,11.0,4.0,17.0,14.0,5.0,3.0,3.0,1.0,0.0,0.0
P1,16/12/2017,Sp Braga,Belenenses,4.0,0.0,H,1.0,0.0,H,1.39,4.33,8.5,1.42,4.25,7.75,2017/18,€94.80m,€19.88m,12.0,3.0,6.0,2.0,18.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0
P1,17/12/2017,Chaves,Rio Ave,1.0,1.0,D,0.0,1.0,A,2.75,3.0,2.75,2.7,3.0,2.7,2017/18,€23.75m,€32.95m,10.0,9.0,7.0,5.0,25.0,18.0,9.0,4.0,3.0,4.0,0.0,1.0
P1,17/12/2017,Feirense,Setubal,1.0,0.0,H,1.0,0.0,H,2.25,3.0,3.5,2.35,3.0,3.2,2017/18,€12.85m,€23.95m,3.0,4.0,1.0,2.0,29.0,18.0,4.0,2.0,4.0,2.0,0.0,0.0
P1,17/12/2017,Sp Lisbon,Portimonense,2.0,0.0,H,1.0,0.0,H,1.19,6.5,13.0,1.19,6.75,12.5,2017/18,€259.08m,€35.78m,11.0,6.0,6.0,1.0,10.0,11.0,3.0,2.0,1.0,3.0,0.0,1.0
P1,17/12/2017,Tondela,Benfica,1.0,5.0,A,0.0,3.0,A,9.5,4.33,1.36,9.75,4.6,1.33,2017/18,€17.48m,€229.08m,2.0,8.0,1.0,7.0,7.0,10.0,2.0,6.0,2.0,2.0,0.0,0.0
P1,18/12/2017,Moreirense,Guimaraes,2.0,1.0,H,2.0,0.0,H,3.0,3.0,2.5,2.75,3.1,2.6,2017/18,€17.80m,€50.33m,8.0,10.0,5.0,4.0,20.0,16.0,5.0,8.0,3.0,3.0,0.0,1.0
P1,18/12/2017,Porto,Maritimo,3.0,1.0,H,2.0,1.0,H,1.12,8.0,19.0,1.13,7.5,20.0,2017/18,€276.50m,€28.55m,15.0,4.0,5.0,2.0,13.0,11.0,9.0,1.0,1.0,3.0,0.0,1.0
P1,23/12/2017,Guimaraes,Tondela,0.0,1.0,A,0.0,0.0,D,1.55,3.75,6.5,1.6,3.6,6.0,2017/18,€50.33m,€17.48m,14.0,8.0,6.0,3.0,13.0,24.0,9.0,4.0,3.0,2.0,0.0,0.0
P1,03/01/2018,AVS,Moreirense,1.0,2.0,A,0.0,2.0,A,2.04,3.2,3.75,2.1,3.1,3.7,2017/18,€12.15m,€17.80m,17.0,8.0,7.0,3.0,20.0,16.0,6.0,5.0,3.0,3.0,0.0,0.0
P1,03/01/2018,Benfica,Sp Lisbon,1.0,1.0,D,0.0,1.0,A,2.1,3.2,3.6,2.05,3.4,3.5,2017/18,€229.08m,€259.08m,14.0,5.0,3.0,3.0,14.0,16.0,10.0,5.0,1.0,3.0,0.0,0.0
P1,03/01/2018,Boavista,Sp Braga,1.0,3.0,A,0.0,1.0,A,3.75,3.1,2.1,3.7,3.2,2.05,2017/18,€16.43m,€94.80m,6.0,5.0,5.0,4.0,19.0,15.0,6.0,2.0,5.0,6.0,1.0,1.0
P1,03/01/2018,Feirense,Porto,1.0,2.0,A,1.0,1.0,D,17.0,5.75,1.19,12.5,5.75,1.22,2017/18,€12.85m,€276.50m,2.0,10.0,2.0,5.0,19.0,18.0,2.0,10.0,4.0,5.0,0.0,1.0
P1,03/01/2018,Maritimo,Chaves,1.0,2.0,A,0.0,1.0,A,2.0,3.2,4.0,1.9,3.3,4.2,2017/18,€28.55m,€23.75m,13.0,10.0,7.0,5.0,14.0,14.0,6.0,3.0,4.0,2.0,0.0,0.0
P1,03/01/2018,Rio Ave,Pacos Ferreira,4.0,2.0,H,1.0,0.0,H,1.8,3.39,4.75,1.67,3.6,5.25,2017/18,€32.95m,€15.73m,15.0,8.0,8.0,5.0,12.0,21.0,5.0,3.0,0.0,1.0,1.0,0.0
P1,04/01/2018,Portimonense,Belenenses,0.0,0.0,D,0.0,0.0,D,2.2,3.2,3.39,2.1,3.25,3.5,2017/18,€35.78m,€19.88m,12.0,7.0,3.0,3.0,16.0,14.0,3.0,3.0,1.0,1.0,0.0,0.0
P1,04/01/2018,Setubal,Estoril,2.0,2.0,D,0.0,0.0,D,2.29,3.1,3.29,2.25,3.1,3.3,2017/18,€23.95m,€26.20m,5.0,8.0,3.0,3.0,25.0,20.0,8.0,4.0,2.0,2.0,0.0,0.0
P1,06/01/2018,Sp Braga,Rio Ave,2.0,1.0,H,1.0,1.0,D,1.8,3.5,4.5,1.78,3.5,4.5,2017/18,€94.80m,€32.95m,12.0,12.0,4.0,5.0,22.0,16.0,5.0,5.0,4.0,2.0,0.0,0.0
P1,07/01/2018,Chaves,AVS,1.0,1.0,D,0.0,1.0,A,2.0,3.2,4.0,1.95,3.2,4.1,2017/18,€23.75m,€12.15m,9.0,8.0,5.0,5.0,14.0,17.0,9.0,0.0,1.0,3.0,0.0,0.0
P1,07/01/2018,Moreirense,Benfica,0.0,2.0,A,0.0,1.0,A,11.0,5.75,1.25,10.5,5.75,1.25,2017/18,€17.80m,€229.08m,5.0,13.0,2.0,11.0,17.0,7.0,2.0,10.0,1.0,0.0,0.0,0.0
P1,07/01/2018,Porto,Guimaraes,4.0,2.0,H,0.0,1.0,A,1.14,8.0,15.0,1.14,7.0,20.0,2017/18,€276.50m,€50.33m,14.0,4.0,8.0,2.0,13.0,16.0,5.0,3.0,0.0,3.0,0.0,0.0
P1,07/01/2018,Sp Lisbon,Maritimo,5.0,0.0,H,1.0,0.0,H,1.19,6.5,13.0,1.18,6.5,14.5,2017/18,€259.08m,€28.55m,13.0,6.0,6.0,2.0,13.0,15.0,7.0,5.0,0.0,1.0,0.0,0.0
P1,08/01/2018,Estoril,Feirense,0.0,2.0,A,0.0,1.0,A,2.0,3.25,3.89,2.0,3.2,3.9,2017/18,€26.20m,€12.85m,6.0,2.0,1.0,2.0,19.0,24.0,5.0,4.0,2.0,4.0,0.0,0.0
P1,08/01/2018,Pacos Ferreira,Portimonense,1.0,1.0,D,0.0,0.0,D,2.5,3.1,2.89,2.35,3.25,3.0,2017/18,€15.73m,€35.78m,11.0,7.0,5.0,5.0,16.0,13.0,10.0,3.0,2.0,5.0,0.0,1.0
P1,09/01/2018,Belenenses,Boavista,1.0,1.0,D,1.0,0.0,H,2.29,3.0,3.29,2.25,2.9,3.5,2017/18,€19.88m,€16.43m,7.0,6.0,4.0,4.0,16.0,13.0,5.0,4.0,1.0,3.0,0.0,0.0
P1,09/01/2018,Tondela,Setubal,1.0,1.0,D,1.0,1.0,D,2.14,3.1,3.6,2.25,3.1,3.3,2017/18,€17.48m,€23.95m,11.0,5.0,2.0,2.0,17.0,16.0,4.0,7.0,1.0,2.0,0.0,0.0
P1,12/01/2018,Chaves,Guimaraes,4.0,3.0,H,3.0,3.0,D,2.39,3.25,2.89,2.45,3.25,2.85,2017/18,€23.75m,€50.33m,19.0,10.0,8.0,7.0,9.0,11.0,5.0,2.0,1.0,3.0,0.0,0.0
P1,13/01/2018,Pacos Ferreira,Maritimo,0.0,0.0,D,0.0,0.0,D,2.29,3.1,3.2,2.4,3.1,3.0,2017/18,€15.73m,€28.55m,9.0,3.0,1.0,2.0,13.0,9.0,8.0,1.0,1.0,2.0,0.0,0.0
P1,13/01/2018,Sp Braga,Benfica,1.0,3.0,A,0.0,1.0,A,3.79,3.2,2.04,3.8,3.4,1.95,2017/18,€94.80m,€229.08m,9.0,10.0,5.0,7.0,14.0,13.0,4.0,2.0,2.0,3.0,0.0,0.0
P1,14/01/2018,Belenenses,Rio Ave,1.0,2.0,A,0.0,1.0,A,2.89,3.0,2.6,2.9,3.0,2.55,2017/18,€19.88m,€32.95m,8.0,6.0,6.0,4.0,22.0,15.0,3.0,5.0,6.0,4.0,1.0,0.0
P1,14/01/2018,Boavista,Portimonense,2.0,0.0,H,2.0,0.0,H,2.39,3.1,3.1,2.35,3.2,3.0,2017/18,€16.43m,€35.78m,11.0,10.0,6.0,5.0,21.0,14.0,4.0,6.0,4.0,2.0,0.0,2.0
P1,14/01/2018,Sp Lisbon,AVS,3.0,0.0,H,1.0,0.0,H,1.14,8.0,19.0,1.16,7.0,16.0,2017/18,€259.08m,€12.15m,11.0,6.0,5.0,3.0,14.0,15.0,4.0,7.0,0.0,0.0,0.0,0.0
P1,14/01/2018,Tondela,Feirense,3.0,1.0,H,0.0,0.0,D,2.1,3.1,3.75,2.0,3.2,3.9,2017/18,€17.48m,€12.85m,11.0,8.0,6.0,4.0,19.0,13.0,4.0,9.0,5.0,4.0,0.0,1.0
P1,15/01/2018,Moreirense,Setubal,2.0,2.0,D,1.0,2.0,A,2.25,3.0,3.5,2.2,3.0,3.5,2017/18,€17.80m,€23.95m,9.0,5.0,6.0,3.0,24.0,27.0,7.0,2.0,2.0,6.0,0.0,0.0
P1,19/01/2018,Porto,Tondela,1.0,0.0,H,1.0,0.0,H,1.11,9.0,19.0,1.1,9.0,20.0,2017/18,€276.50m,€17.48m,17.0,2.0,10.0,0.0,13.0,14.0,12.0,7.0,0.0,1.0,0.0,0.0
P1,19/01/2018,Setubal,Sp Lisbon,1.0,1.0,D,0.0,1.0,A,8.5,4.75,1.36,9.25,4.75,1.33,2017/18,€23.95m,€259.08m,3.0,10.0,1.0,2.0,16.0,17.0,0.0,8.0,4.0,3.0,0.0,0.0
P1,20/01/2018,Benfica,Chaves,3.0,0.0,H,2.0,0.0,H,1.19,6.5,13.0,1.2,6.25,12.5,2017/18,€229.08m,€23.75m,11.0,6.0,8.0,1.0,14.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
P1,20/01/2018,Maritimo,Belenenses,0.0,0.0,D,0.0,0.0,D,2.29,3.0,3.39,2.3,3.1,3.25,2017/18,€28.55m,€19.88m,3.0,10.0,1.0,3.0,23.0,20.0,2.0,4.0,1.0,5.0,0.0,1.0
P1,20/01/2018,Portimonense,Sp Braga,1.0,2.0,A,0.0,2.0,A,3.75,3.39,2.0,3.5,3.4,2.05,2017/18,€35.78m,€94.80m,11.0,4.0,4.0,2.0,22.0,18.0,6.0,2.0,1.0,4.0,0.0,0.0
P1,21/01/2018,AVS,Pacos Ferreira,0.0,2.0,A,0.0,1.0,A,2.1,3.1,3.7,2.1,3.25,3.5,2017/18,€12.15m,€15.73m,10.0,8.0,4.0,5.0,17.0,26.0,12.0,7.0,3.0,5.0,0.0,0.0
P1,21/01/2018,Feirense,Moreirense,1.0,0.0,H,1.0,0.0,H,2.45,3.0,3.1,2.4,3.0,3.1,2017/18,€12.85m,€17.80m,1.0,9.0,1.0,4.0,16.0,19.0,2.0,6.0,3.0,4.0,0.0,0.0
P1,21/01/2018,Guimaraes,Estoril,3.0,1.0,H,1.0,1.0,D,1.75,3.5,4.75,1.75,3.5,4.6,2017/18,€50.33m,€26.20m,13.0,13.0,7.0,5.0,21.0,14.0,10.0,3.0,4.0,2.0,0.0,1.0
P1,21/01/2018,Rio Ave,Boavista,2.0,0.0,H,1.0,0.0,H,1.9,3.29,4.2,1.8,3.25,4.75,2017/18,€32.95m,€16.43m,12.0,7.0,9.0,3.0,14.0,16.0,3.0,7.0,2.0,3.0,0.0,0.0
P1,29/01/2018,Belenenses,Benfica,1.0,1.0,D,0.0,0.0,D,9.0,4.5,1.36,7.25,4.6,1.4,2017/18,€19.88m,€229.08m,5.0,6.0,2.0,2.0,15.0,12.0,7.0,6.0,3.0,1.0,0.0,0.0
P1,29/01/2018,Pacos Ferreira,Feirense,2.0,1.0,H,1.0,1.0,D,1.95,3.1,4.33,1.95,3.2,4.1,2017/18,€15.73m,€12.85m,8.0,6.0,3.0,5.0,18.0,20.0,6.0,6.0,0.0,2.0,0.0,0.0
P1,29/01/2018,Portimonense,Rio Ave,4.0,1.0,H,3.0,0.0,H,2.37,3.1,3.1,2.4,3.2,2.95,2017/18,€35.78m,€32.95m,10.0,5.0,7.0,1.0,25.0,10.0,1.0,3.0,3.0,4.0,0.0,0.0
P1,30/01/2018,Estoril,Tondela,3.0,0.0,H,2.0,0.0,H,2.04,3.0,4.09,2.1,3.0,3.9,2017/18,€26.20m,€17.48m,10.0,6.0,4.0,2.0,18.0,18.0,1.0,4.0,0.0,0.0,0.0,0.0
P1,30/01/2018,Moreirense,Porto,0.0,0.0,D,0.0,0.0,D,15.0,5.5,1.22,11.5,5.5,1.25,2017/18,€17.80m,€276.50m,1.0,12.0,0.0,2.0,20.0,11.0,2.0,4.0,4.0,1.0,1.0,0.0
P1,30/01/2018,Sp Braga,AVS,2.0,0.0,H,1.0,0.0,H,1.44,4.2,7.5,1.4,4.33,7.75,2017/18,€94.80m,€12.15m,15.0,6.0,8.0,2.0,21.0,18.0,4.0,6.0,0.0,1.0,0.0,0.0
P1,31/01/2018,Boavista,Maritimo,2.0,1.0,H,1.0,1.0,D,2.14,3.0,3.79,2.1,2.9,4.0,2017/18,€16.43m,€28.55m,12.0,6.0,8.0,2.0,13.0,21.0,2.0,3.0,1.0,2.0,0.0,0.0
P1,31/01/2018,Chaves,Setubal,2.0,2.0,D,1.0,1.0,D,2.0,3.2,4.0,2.0,3.2,3.9,2017/18,€23.75m,€23.95m,7.0,8.0,5.0,5.0,14.0,22.0,4.0,8.0,1.0,2.0,0.0,0.0
P1,31/01/2018,Sp Lisbon,Guimaraes,1.0,0.0,H,0.0,0.0,D,1.28,5.5,9.5,1.28,5.75,9.0,2017/18,€259.08m,€50.33m,12.0,7.0,5.0,4.0,7.0,17.0,9.0,3.0,0.0,2.0,0.0,0.0
P1,03/02/2018,Benfica,Rio Ave,5.0,1.0,H,0.0,1.0,A,1.25,5.5,12.0,1.25,5.5,11.5,2017/18,€229.08m,€32.95m,13.0,2.0,8.0,1.0,13.0,12.0,10.0,3.0,1.0,2.0,0.0,0.0
P1,03/02/2018,Porto,Sp Braga,3.0,1.0,H,2.0,1.0,H,1.3,5.0,11.0,1.3,5.0,9.5,2017/18,€276.50m,€94.80m,11.0,7.0,6.0,3.0,23.0,13.0,7.0,3.0,1.0,2.0,0.0,0.0
P1,04/02/2018,Estoril,Sp Lisbon,2.0,0.0,H,2.0,0.0,H,7.5,4.2,1.44,7.25,4.4,1.42,2017/18,€26.20m,€259.08m,13.0,11.0,6.0,7.0,18.0,11.0,10.0,16.0,0.0,3.0,0.0,0.0
P1,04/02/2018,Feirense,Chaves,1.0,2.0,A,1.0,1.0,D,2.7,3.0,2.75,2.6,2.95,2.9,2017/18,€12.85m,€23.75m,6.0,8.0,1.0,5.0,22.0,11.0,8.0,5.0,2.0,0.0,0.0,0.0
P1,04/02/2018,Guimaraes,Pacos Ferreira,3.0,2.0,H,2.0,1.0,H,1.66,3.6,5.25,1.72,3.6,4.75,2017/18,€50.33m,€15.73m,8.0,5.0,4.0,1.0,14.0,16.0,6.0,4.0,2.0,2.0,0.0,0.0
P1,04/02/2018,Tondela,Moreirense,1.0,2.0,A,1.0,1.0,D,2.2,3.1,3.5,2.15,3.1,3.6,2017/18,€17.48m,€17.80m,12.0,7.0,6.0,5.0,13.0,17.0,7.0,4.0,1.0,1.0,0.0,0.0
P1,05/02/2018,Maritimo,Portimonense,0.0,3.0,A,0.0,3.0,A,2.7,3.0,2.79,2.55,3.1,2.8,2017/18,€28.55m,€35.78m,9.0,8.0,2.0,3.0,18.0,18.0,7.0,1.0,4.0,1.0,0.0,0.0
P1,05/02/2018,Setubal,Belenenses,3.0,0.0,H,1.0,0.0,H,2.29,3.1,3.29,2.35,2.9,3.3,2017/18,€23.95m,€19.88m,11.0,4.0,4.0,2.0,18.0,12.0,3.0,7.0,0.0,3.0,0.0,0.0
P1,06/02/2018,AVS,Boavista,3.0,0.0,H,2.0,0.0,H,2.25,3.0,3.5,2.3,3.1,3.2,2017/18,€12.15m,€16.43m,14.0,3.0,7.0,1.0,21.0,13.0,5.0,5.0,4.0,5.0,0.0,0.0
P1,09/02/2018,Pacos Ferreira,Tondela,0.0,2.0,A,0.0,2.0,A,2.14,3.0,3.75,2.15,3.0,3.75,2017/18,€15.73m,€17.48m,7.0,6.0,2.0,3.0,15.0,16.0,2.0,7.0,4.0,2.0,1.0,1.0
P1,10/02/2018,Portimonense,Benfica,1.0,3.0,A,0.0,1.0,A,6.5,4.09,1.5,6.5,4.0,1.5,2017/18,€35.78m,€229.08m,6.0,11.0,2.0,7.0,16.0,19.0,5.0,4.0,3.0,2.0,0.0,0.0
P1,10/02/2018,Rio Ave,Maritimo,3.0,0.0,H,2.0,0.0,H,1.72,3.39,5.25,1.75,3.3,5.0,2017/18,€32.95m,€28.55m,7.0,4.0,5.0,2.0,10.0,18.0,4.0,2.0,1.0,6.0,0.0,1.0
P1,10/02/2018,Sp Braga,Setubal,3.0,1.0,H,1.0,0.0,H,1.39,4.0,10.0,1.44,4.0,8.25,2017/18,€94.80m,€23.95m,10.0,3.0,6.0,3.0,19.0,16.0,7.0,2.0,2.0,4.0,0.0,0.0
P1,11/02/2018,Belenenses,AVS,2.0,5.0,A,1.0,4.0,A,2.25,3.0,3.5,2.25,3.0,3.4,2017/18,€19.88m,€12.15m,9.0,6.0,3.0,4.0,7.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0
P1,11/02/2018,Boavista,Guimaraes,1.0,0.0,H,0.0,0.0,D,2.62,2.89,3.0,2.75,2.85,2.85,2017/18,€16.43m,€50.33m,11.0,5.0,4.0,2.0,14.0,19.0,4.0,4.0,2.0,3.0,0.0,0.0
P1,11/02/2018,Chaves,Porto,0.0,4.0,A,0.0,2.0,A,7.5,4.75,1.36,7.25,5.0,1.36,2017/18,€23.75m,€276.50m,5.0,12.0,2.0,6.0,7.0,20.0,1.0,3.0,2.0,4.0,0.0,0.0
P1,11/02/2018,Sp Lisbon,Feirense,2.0,0.0,H,0.0,0.0,D,1.16,6.5,17.0,1.18,6.5,14.0,2017/18,€259.08m,€12.85m,17.0,5.0,10.0,1.0,11.0,22.0,15.0,5.0,4.0,7.0,0.0,0.0
P1,12/02/2018,Moreirense,Estoril,1.0,2.0,A,1.0,0.0,H,2.39,3.1,3.1,2.35,3.0,3.25,2017/18,€17.80m,€26.20m,7.0,7.0,2.0,4.0,20.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0
P1,16/02/2018,Feirense,Portimonense,1.0,3.0,A,1.0,1.0,D,3.1,3.1,2.39,3.25,2.95,2.35,2017/18,€12.85m,€35.78m,10.0,10.0,4.0,7.0,19.0,22.0,6.0,3.0,4.0,3.0,0.0,0.0
P1,17/02/2018,AVS,Maritimo,0.0,0.0,D,0.0,0.0,D,1.75,3.39,5.0,1.75,3.4,5.0,2017/18,€12.15m,€28.55m,7.0,4.0,3.0,1.0,13.0,20.0,6.0,5.0,2.0,4.0,0.0,0.0
P1,17/02/2018,Benfica,Boavista,4.0,0.0,H,2.0,0.0,H,1.18,6.5,15.0,1.16,6.75,17.0,2017/18,€229.08m,€16.43m,15.0,4.0,11.0,1.0,11.0,10.0,9.0,6.0,2.0,0.0,0.0,0.0
P1,17/02/2018,Estoril,Belenenses,0.0,2.0,A,0.0,1.0,A,1.9,3.25,4.33,1.9,3.3,4.2,2017/18,€26.20m,€19.88m,10.0,8.0,3.0,4.0,11.0,12.0,6.0,4.0,1.0,0.0,1.0,0.0
P1,18/02/2018,Guimaraes,Sp Braga,0.0,5.0,A,0.0,3.0,A,2.45,3.2,2.89,2.5,3.3,2.7,2017/18,€50.33m,€94.80m,5.0,13.0,0.0,7.0,7.0,13.0,8.0,6.0,1.0,0.0,1.0,0.0
P1,18/02/2018,Moreirense,Chaves,0.0,1.0,A,0.0,0.0,D,2.54,3.2,2.79,2.55,3.2,2.75,2017/18,€17.80m,€23.75m,6.0,2.0,1.0,2.0,19.0,14.0,8.0,0.0,3.0,3.0,1.0,0.0
P1,18/02/2018,Porto,Rio Ave,5.0,0.0,H,3.0,0.0,H,1.16,7.0,15.0,1.15,7.25,16.0,2017/18,€276.50m,€32.95m,12.0,5.0,7.0,4.0,25.0,12.0,9.0,4.0,2.0,2.0,0.0,0.0
P1,18/02/2018,Setubal,Pacos Ferreira,1.0,0.0,H,0.0,0.0,D,2.25,3.2,3.29,2.2,3.2,3.3,2017/18,€23.95m,€15.73m,8.0,11.0,2.0,2.0,20.0,25.0,2.0,3.0,2.0,3.0,0.0,0.0
P1,19/02/2018,Tondela,Sp Lisbon,1.0,2.0,A,1.0,1.0,D,6.5,4.5,1.44,7.0,4.2,1.45,2017/18,€17.48m,€259.08m,7.0,16.0,3.0,6.0,23.0,12.0,5.0,9.0,5.0,3.0,1.0,1.0
P1,21/02/2018,Estoril,Porto,1.0,3.0,A,1.0,0.0,H,12.0,5.5,1.25,10.5,5.75,1.25,2017/18,€26.20m,€276.50m,11.0,24.0,3.0,13.0,27.0,19.0,3.0,7.0,3.0,3.0,0.0,0.0
P1,23/02/2018,Rio Ave,AVS,0.0,0.0,D,0.0,0.0,D,2.04,3.39,3.6,2.0,3.3,3.75,2017/18,€32.95m,€12.15m,13.0,8.0,6.0,4.0,9.0,17.0,8.0,2.0,1.0,4.0,1.0,0.0
